,Word,Count
1513,quota,4355
1514,quirino,4354
1515,quiel,4353
1516,quezon,4352
1517,quest,4351
1518,quedancor,4350
1519,quedan,4349
1520,quasi,4348
1521,quarterly,4347
1522,quarter,4346
1523,quarrying,4345
1524,quarry,4344
1525,quarantined,4343
1526,quarantine,4342
1527,quantity,4341
1528,quantitative,4340
1529,qualityof,4339
1530,quality,4338
1531,qualified,4337
1532,qualification,4336
1533,qsu,4335
1534,qpc,4334
1535,qcda,4333
1536,pyrotechnic,4332
1537,pyramid,4331
1538,pwds,4330
1539,pwd,4329
1540,pvc,4328
1541,pva,4327
1542,puvs,4326
1543,puv,4325
1544,putian,4324
1545,pusher,4323
1546,pursuant,4322
1547,purse,4321
1548,purpsoses,4320
1549,purposearticles,4319
1550,purpose,4318
1551,purpos,4317
1552,purporse,4316
1553,purp,4315
1554,purchase,4314
1555,puposes,4313
1556,pupil,4312
1557,pup,4311
1558,punong,4310
1559,punishment,4309
1560,punishable,4308
1561,punish,4307
1562,pulmonary,4306
1563,pulangui,4305
1564,pula,4304
1565,puerto,4303
1566,puericulture,4302
1567,publishing,4301
1568,publisher,4300
1569,publication,4299
1570,public,4298
1571,ptsa,4297
1572,ptro,4296
1573,ptri,4295
1574,pter,4294
1575,psychosocial,4293
1576,psychosis,4292
1577,psychometrics,4291
1578,psychology,4290
1579,psychologist,4289
1580,psychological,4288
1581,psycho,4287
1582,psychiatric,4286
1583,pst,4285
1584,pseudo,4284
1585,pscp,4283
1586,pruposes,4282
1587,provisional,4281
1588,provision,4280
1589,provincial,4279
1590,provinceof,4278
1591,province,4277
1592,providng,4276
1593,providing,4275
1594,provider,4274
1595,provident,4273
1596,protocol,4272
1597,protest,4271
1598,protectors,4270
1599,protector,4269
1600,protecton,4268
1601,protective,4267
1602,protection,4266
1603,protecting,4265
1604,protected,4264
1605,protectd,4263
1606,protect,4262
1607,prostitution,4261
1608,prostituion,4260
1609,prosthesis,4259
1610,prostate,4258
1611,prospective,4257
1612,prosecutorial,4256
1613,prosecutor,4255
1614,prosecution,4254
1615,prosecute,4253
1616,propriety,4252
1617,proprietor,4251
1618,proposal,4250
1619,proportional,4249
1620,proportion,4248
1621,proponent,4247
1622,prophylaxis,4246
1623,propery,4245
1624,property,4244
1625,proper,4243
1626,propagation,4242
1627,propagate,4241
1628,propaganda,4240
1629,proof,4239
1630,promulgation,4238
1631,prompt,4237
1632,promotional,4236
1633,promotion,4235
1634,promoting,4234
1635,promoter,4233
1636,promote,4232
1637,proliferation,4231
1638,project,4230
1639,proincial,4229
1640,prohibition,4228
1641,prohibiting,4227
1642,prohibited,4226
1643,progressive,4225
1644,progress,4224
1645,programming,4223
1646,programmed,4222
1647,programang,4221
1648,program,4220
1649,profiteering,4219
1650,profit,4218
1651,profiling,4217
1652,profile,4216
1653,professionalizayion,4215
1654,professionalization,4214
1655,professionalism,4213
1656,professional,4212
1657,profession,4211
1658,profesionalizing,4210
1659,produktong,4209
1660,productivity,4208
1661,productive,4207
1662,production,4206
1663,product,4205
1664,producer,4204
1665,procurement,4203
1666,proclamation,4202
1667,processing,4201
1668,process,4200
1669,proceeds,4199
1670,proceeding,4198
1671,procedure,4197
1672,problem,4196
1673,probationer,4195
1674,probationary,4194
1675,probationable,4193
1676,probation,4192
1677,probable,4191
1678,proactive,4190
1679,prize,4189
1680,privilege,4188
1681,privatizaton,4187
1682,privatization,4186
1683,private,4185
1684,privacy,4184
1685,prisoner,4183
1686,prison,4182
1687,prision,4181
1688,priority,4180
1689,prior,4179
1690,printing,4178
1691,printed,4177
1692,print,4176
1693,principle,4175
1694,principal,4174
1695,princessa,4173
1696,princesa,4172
1697,primier,4171
1698,prime,4170
1699,primary,4169
1700,prima,4168
1701,pride,4167
1702,price,4166
1703,priating,4165
1704,previous,4164
1705,preventive,4163
1706,prevention,4162
1707,preventing,4161
1708,preventable,4160
1709,prevent,4159
1710,prevalence,4158
1711,presumption,4157
1712,prestigious,4156
1713,press,4155
1714,president,4154
1715,preserve,4153
1716,preservation,4152
1717,presentation,4151
1718,present,4150
1719,presendential,4149
1720,presence,4148
1721,prescriptive,4147
1722,prescription,4146
1723,prescribing,4145
1724,prescribed,4144
1725,prescribe,4143
1726,preschool,4142
1727,pres,4141
1728,prerogative,4140
1729,prerequisite,4139
1730,prerelease,4138
1731,preparedness,4137
1732,prepare,4136
1733,preparatory,4135
1734,preparation,4134
1735,prepaid,4133
1736,premium,4132
1737,premise,4131
1738,premiere,4130
1739,premier,4129
1740,premature,4128
1741,preliminary,4127
1742,prekindergarten,4126
1743,pregnant,4125
1744,pregnancy,4124
1745,preferential,4123
1746,preference,4122
1747,predisaster,4121
1748,predictability,4120
1749,predator,4119
1750,precious,4118
1751,precinct,4117
1752,preceding,4116
1753,pre,4115
1754,prda,4114
1755,prayer,4113
1756,prawn,4112
1757,pratices,4111
1758,prada,4110
1759,practitioner,4109
1760,practice,4108
1761,practicable,4107
1762,pqf,4106
1763,ppsc,4105
1764,ppp,4104
1765,ppehm,4103
1766,ppa,4102
1767,powered,4101
1768,power,4100
1769,poverty,4099
1770,poultry,4098
1771,potential,4097
1772,potent,4096
1773,potable,4095
1774,posture,4094
1775,postpartum,4093
1776,posting,4092
1777,poster,4091
1778,postal,4090
1779,post,4089
1780,possible,4088
1781,possibility,4087
1782,possession,4086
1783,positive,4085
1784,position,4084
1785,portrayal,4083
1786,portion,4082
1787,portfolio,4081
1788,portable,4080
1789,portability,4079
1790,port,4078
1791,pornography,4077
1792,pornographic,4076
1793,pork,4075
1794,porac,4074
1795,population,4073
1796,popularization,4072
1797,popular,4071
1798,pop,4070
1799,poorest,4069
1800,poor,4068
1801,pool,4067
1802,polyvinyl,4066
1803,polytehnic,4065
1804,polytechnic,4064
1805,polychlorinated,4063
1806,polycarbon,4062
1807,polomolok,4061
1808,polo,4060
1809,pollution,4059
1810,polluter,4058
1811,pollutant,4057
1812,polling,4056
1813,poll,4055
1814,political,4054
1815,policymakers,4053
1816,policy,4052
1817,policeman,4051
1818,police,4050
1819,pole,4049
1820,polangui,4048
1821,poisoning,4047
1822,poison,4046
1823,point,4045
1824,poea,4044
1825,pocket,4043
1826,poblacion,4042
1827,poaching,4041
1828,po,4040
1829,pnti,4039
1830,pnr,4038
1831,pnpa,4037
1832,pnp,4036
1833,pneumococcal,4035
1834,pnac,4034
1835,pna,4033
1836,pmma,4032
1837,pma,4031
1838,plunder,4030
1839,plumber,4029
1840,plug,4028
1841,plight,4027
1842,plicatilis,4026
1843,plenary,4025
1844,pledge,4024
1845,plebiscite,4023
1846,plea,4022
1847,plaza,4021
1848,playpen,4020
1849,playground,4019
1850,player,4018
1851,play,4017
1852,platform,4016
1853,platelet,4015
1854,plate,4014
1855,plastic,4013
1856,planting,4012
1857,plantilla,4011
1858,planter,4010
1859,plantation,4009
1860,plant,4008
1861,planning,4007
1862,plan,4006
1863,plain,4005
1864,placement,4004
1865,place,4003
1866,piñas,4002
1867,pit,4001
1868,piracy,4000
1869,pipeline,3999
1870,pipe,3998
1871,pio,3997
1872,pinoy,3996
1873,pineapple,3995
1874,pinas,3994
1875,pinaripad,3993
1876,pimro,3992
1877,pilotage,3991
1878,pilot,3990
1879,pillage,3989
1880,pilipino,3988
1881,pilipinas,3987
1882,pili,3986
1883,pilferage,3985
1884,pilar,3984
1885,piercing,3983
1886,picture,3982
1887,pictorial,3981
1888,pia,3980
1889,physician,3979
1890,physical,3978
1891,phthalates,3977
1892,php,3976
1893,photographer,3975
1894,photograph,3974
1895,photocopying,3973
1896,photo,3972
1897,phosporus,3971
1898,phone,3970
1899,phivolcs,3969
1900,philvocs,3968
1901,philstat,3967
1902,philsa,3966
1903,philra,3965
1904,philipppine,3964
1905,philippines,3963
1906,philippine,3962
1907,philippiens,3961
1908,philipines,3960
1909,philipine,3959
1910,philhealth,3958
1911,philcomsat,3957
1912,philcereal,3956
1913,phiilippines,3955
1914,phic,3954
1915,phenomenon,3953
1916,phca,3952
1917,phase,3951
1918,pharmacy,3950
1919,pharmaceutical,3949
1920,ph,3948
1921,pfm,3947
1922,petty,3946
1923,petroleum,3945
1924,petition,3944
1925,peter,3943
1926,pet,3942
1927,pesticide,3941
1928,pest,3940
1929,pesonnel,3939
1930,peso,3938
1931,pesfa,3937
1932,pertinent,3936
1933,persos,3935
1934,personnel,3934
1935,personel,3933
1936,personality,3932
1937,personal,3931
1938,person,3930
1939,persistent,3929
1940,perpetual,3928
1941,perpetua,3927
1942,perpetrator,3926
1943,permit,3925
1944,permission,3924
1945,permanent,3923
1946,perk,3922
1947,perjury,3921
1948,perishable,3920
1949,peripheral,3919
1950,periodic,3918
1951,period,3917
1952,periculture,3916
1953,performing,3915
1954,performer,3914
1955,performance,3913
1956,perfection,3912
1957,percentum,3911
1958,percentage,3910
1959,percent,3909
1960,pera,3908
1961,pepper,3907
1962,pepeng,3906
1963,people,3905
1964,pension,3904
1965,penology,3903
1966,penitentiary,3902
1967,peninsula,3901
1968,penelogy,3900
1969,penalty,3899
1970,penalizing,3898
1971,pehm,3897
1972,peer,3896
1973,peek,3895
1974,pedro,3894
1975,pedring,3893
1976,pediatrician,3892
1977,pediatric,3891
1978,pedestrian,3890
1979,peddling,3889
1980,peddler,3888
1981,peaceful,3887
1982,peace,3886
1983,pdic,3885
1984,pdea,3884
1985,pddcp,3883
1986,pdaf,3882
1987,pcso,3881
1988,pcic,3880
1989,pcgg,3879
1990,pcg,3878
1991,pcfc,3877
1992,pca,3876
1993,pbrc,3875
1994,pbidc,3874
1995,payroll,3873
1996,payment,3872
1997,payer,3871
1998,pay,3870
1999,pawnshop,3869
2000,pawan,3868
2001,pavement,3867
2002,patroness,3866
2003,patron,3865
2004,patrol,3864
2005,patrimony,3863
2006,patient,3862
2007,pathology,3861
2008,paternity,3860
2009,patented,3859
2010,patentable,3858
2011,patent,3857
2012,patal,3856
2013,pasteurized,3855
2014,past,3854
2015,passport,3853
2016,passing,3852
2017,passenger,3851
2018,passed,3850
2019,passage,3849
2020,pasonanca,3848
2021,pasobolong,3847
2022,paso,3846
2023,paskuhan,3845
2024,pasig,3844
2025,pascual,3843
2026,pasay,3842
2027,pasacao,3841
2028,pas,3840
2029,party,3839
2030,parttime,3838
2031,partnership,3837
2032,partner,3836
2033,particulate,3835
2034,particular,3834
2035,participatory,3833
2036,participation,3832
2037,partial,3831
2038,part,3830
2039,parolee,3829
2040,parole,3828
2041,parlor,3827
2042,parkway,3826
2043,parks,3825
2044,parkinson,3824
2045,parking,3823
2046,park,3822
2047,parity,3821
2048,parents,3820
2049,parenting,3819
2050,parenthood,3818
2051,parental,3817
2052,parent,3816
2053,parcel,3815
2054,parañaque,3814
2055,parangpantay,3813
2056,parameter,3812
2057,paramedic,3811
2058,paralysis,3810
2059,paragraph,3809
2060,parademics,3808
2061,para,3807
2062,par,3806
2063,paper,3805
2064,papa,3804
2065,pao,3803
2066,panukala,3802
2067,pantawid,3801
2068,pantahanan,3800
2069,panlungsod,3799
2070,panlipunan,3798
2071,panlalawigan,3797
2072,paniqui,3796
2073,panglungsod,3795
2074,panglima,3794
2075,pangasinan,3793
2076,panel,3792
2077,pandemic,3791
2078,pandan,3790
2079,pandag,3789
2080,panay,3788
2081,panagan,3787
2082,panabo,3786
2083,pampanga,3785
2084,pamilyang,3784
2085,pambata,3783
2086,pambasa,3782
2087,pambansan,3781
2088,pambansa,3780
2089,pamamagitan,3779
2090,palsy,3778
2091,palliative,3777
2092,palay,3776
2093,palawan,3775
2094,palarong,3774
2095,palacian,3773
2096,paint,3772
2097,paid,3771
2098,pagtuturo,3770
2099,pagtibayin,3769
2100,pagsasama,3768
2101,paglaya,3767
2102,pagcor,3766
2103,pagcom,3765
2104,pagbasa,3764
2105,pagasa,3763
2106,pagadian,3762
2107,pag,3761
2108,pafa,3760
2109,pact,3759
2110,packer,3758
2111,packed,3757
2112,packaging,3756
2113,packaged,3755
2114,package,3754
2115,pack,3753
2116,pablo,3752
2117,pa,3751
2118,ozone,3750
2119,ozamiz,3749
2120,ownership,3748
2121,owners,3747
2122,owner,3746
2123,owned,3745
2124,overtime,3744
2125,oversight,3743
2126,overseas,3742
2127,overloading,3741
2128,overdue,3740
2129,overdose,3739
2130,overall,3738
2131,over,3737
2132,ovarian,3736
2133,outstanding,3735
2134,outsourcing,3734
2135,outreach,3733
2136,outlet,3732
2137,outlay,3731
2138,outdoor,3730
2139,outcome,3729
2140,out,3728
2141,others,3727
2142,othe,3726
2143,otehr,3725
2144,osteoporosis,3724
2145,osmena,3723
2146,ose,3722
2147,orphan,3721
2148,orozco,3720
2149,ormoc,3719
2150,original,3718
2151,origin,3717
2152,oriented,3716
2153,orientation,3715
2154,oriental,3714
2155,organizational,3713
2156,organization,3712
2157,organism,3711
2158,organic,3710
2159,organ,3709
2160,ore,3708
2161,ordinance,3707
2162,order,3706
2163,orchid,3705
2164,orani,3704
2165,oral,3703
2166,or,3702
2167,optometry,3701
2168,optional,3700
2169,option,3699
2170,optimum,3698
2171,optimize,3697
2172,optical,3696
2173,opt,3695
2174,oppressive,3694
2175,opportunity,3693
2176,opportunist,3692
2177,operator,3691
2178,operational,3690
2179,operation,3689
2180,operating,3688
2181,operated,3687
2182,operate,3686
2183,operability,3685
2184,opera,3684
2185,opening,3683
2186,open,3682
2187,opeations,3681
2188,opcat,3680
2189,only,3679
2190,online,3678
2191,onion,3677
2192,one,3676
2193,ondoy,3675
2194,on,3674
2195,omnibus,3673
2196,omission,3672
2197,ombudsman,3671
2198,olympic,3670
2199,olympian,3669
2200,olongapo,3668
2201,olgado,3667
2202,oleifera,3666
2203,oldest,3665
2204,older,3664
2205,old,3663
2206,oil,3662
2207,oie,3661
2208,oher,3660
2209,ofws,3659
2210,ofw,3658
2211,oftener,3657
2212,ofs,3656
2213,officio,3655
2214,official,3654
2215,officers,3653
2216,officer,3652
2217,office,3651
2218,officals,3650
2219,offering,3649
2220,offer,3648
2221,offense,3647
2222,offender,3646
2223,off,3645
2224,of,3644
2225,odious,3643
2226,odiongan,3642
2227,odin,3641
2228,odf,3640
2229,ocws,3639
2230,ocw,3638
2231,ocular,3637
2232,october,3636
2233,oceanic,3635
2234,ocean,3634
2235,occurs,3633
2236,occurrence,3632
2237,occupational,3631
2238,occupation,3630
2239,occupant,3629
2240,occupancy,3628
2241,occidential,3627
2242,occidental,3626
2243,occasion,3625
2244,obstruction,3624
2245,obstetrical,3623
2246,observation,3622
2247,observance,3621
2248,obscene,3620
2249,obliges,3619
2250,obligation,3618
2251,objective,3617
2252,object,3616
2253,obesity,3615
2254,oath,3614
2255,oas,3613
2256,nutritionist,3612
2257,nutritional,3611
2258,nutrition,3610
2259,nutrient,3609
2260,nutri,3608
2261,nursing,3607
2262,nursery,3606
2263,nurse,3605
2264,numbering,3604
2265,numbered,3603
2266,number,3602
2267,nullity,3601
2268,nuisance,3600
2269,nuevo,3599
2270,nueva,3598
2271,nuclear,3597
2272,ntc,3596
2273,nso,3595
2274,nsca,3594
2275,npti,3593
2276,npdc,3592
2277,npcb,3591
2278,npc,3590
2279,now,3589
2280,november,3588
2281,novel,3587
2282,nourishment,3586
2283,notification,3585
2284,notifiable,3584
2285,notice,3583
2286,notable,3582
2287,nose,3581
2288,nortwest,3580
2289,northwest,3579
2290,northern,3578
2291,north,3577
2292,norte,3576
2293,normisist,3575
2294,normal,3574
2295,norm,3573
2296,noodle,3572
2297,nonworking,3571
2298,nonprofit,3570
2299,nonpayment,3569
2300,nonmetallic,3568
2301,nongovernmental,3567
2302,nongnongan,3566
2303,noncompliance,3565
2304,non,3564
2305,nominee,3563
2306,nomination,3562
2307,nominated,3561
2308,nominal,3560
2309,nomenclature,3559
2310,noise,3558
2311,node,3557
2312,no,3556
2313,nnc,3555
2314,nmtsb,3554
2315,nmcast,3553
2316,nm,3552
2317,nlrc,3551
2318,nkfp,3550
2319,nirc,3549
2320,nipa,3548
2321,ninth,3547
2322,ninety,3546
2323,nineteen,3545
2324,nine,3544
2325,nightwork,3543
2326,night,3542
2327,nido,3541
2328,nicotine,3540
2329,nicolas,3539
2330,nicac,3538
2331,ni,3537
2332,nhip,3536
2333,nhi,3535
2334,ngo,3534
2335,nfta,3533
2336,nfa,3532
2337,next,3531
2338,newspaper,3530
2339,news,3529
2340,newborn,3528
2341,new,3527
2342,neutral,3526
2343,neurologic,3525
2344,neuro,3524
2345,networth,3523
2346,network,3522
2347,net,3521
2348,nervous,3520
2349,nertc,3519
2350,neonatal,3518
2351,neo,3517
2352,negro,3516
2353,negotiation,3515
2354,negligence,3514
2355,neglect,3513
2356,negative,3512
2357,needy,3511
2358,needlestick,3510
2359,need,3509
2360,neda,3508
2361,necrophilia,3507
2362,necessity,3506
2363,necessary,3505
2364,near,3504
2365,neaea,3503
2366,ndpa,3502
2367,ndigenous,3501
2368,ncwdp,3500
2369,ncpt,3499
2370,ncmh,3498
2371,ncmb,3497
2372,ncitd,3496
2373,ncip,3495
2374,ncca,3494
2375,ncaa,3493
2376,nbp,3492
2377,nbi,3491
2378,navy,3490
2379,navotas,3489
2380,navigable,3488
2381,naval,3487
2382,naturopathy,3486
2383,naturopathic,3485
2384,nature,3484
2385,naturalization,3483
2386,natural,3482
2387,natonal,3481
2388,native,3480
2389,nationwide,3479
2390,nationalizing,3478
2391,nationalistic,3477
2392,nationalism,3476
2393,national,3475
2394,nation,3474
2395,natin,3473
2396,natal,3472
2397,nasugbu,3471
2398,narvacan,3470
2399,narciso,3469
2400,napping,3468
2401,nanny,3467
2402,namria,3466
2403,name,3465
2404,nalak,3464
2405,naic,3463
2406,nagtipunan,3462
2407,nagtatakda,3461
2408,nagpapalaganap,3460
2409,naga,3459
2410,nafida,3458
2411,nabunturan,3457
2412,nabas,3456
2413,naatei,3455
2414,naa,3454
2415,mysterious,3453
2416,mvuc,3452
2417,mutual,3451
2418,mute,3450
2419,muslim,3449
2420,musician,3448
2421,musical,3447
2422,music,3446
2423,museum,3445
2424,murphy,3444
2425,murder,3443
2426,murcia,3442
2427,muntinlupa,3441
2428,municipality,3440
2429,municipal,3439
2430,mundo,3438
2431,multisectoral,3437
2432,multipurpose,3436
2433,multiple,3435
2434,multinational,3434
2435,multimedia,3433
2436,multilateral,3432
2437,multidisciplinary,3431
2438,multi,3430
2439,mulberry,3429
2440,muffler,3428
2441,mtrcb,3427
2442,mtcc,3426
2443,mt,3425
2444,msmes,3424
2445,mra,3423
2446,mowelfund,3422
2447,movie,3421
2448,movement,3420
2449,mouth,3419
2450,mountain,3418
2451,mount,3417
2452,motto,3416
2453,motorized,3415
2454,motorist,3414
2455,motorcycles,3413
2456,motorcycle,3412
2457,motor,3411
2458,motion,3410
2459,motherhood,3409
2460,mother,3408
2461,mosser,3407
2462,mosque,3406
2463,moscat,3405
2464,mortgage,3404
2465,mortality,3403
2466,mortages,3402
2467,morong,3401
2468,moro,3400
2469,moringa,3399
2470,morgue,3398
2471,moratorium,3397
2472,morale,3396
2473,moral,3395
2474,mooe,3394
2475,monument,3393
2476,montlhy,3392
2477,monthly,3391
2478,month,3390
2479,montevista,3389
2480,monte,3388
2481,monoxide,3387
2482,monopoly,3386
2483,monocrotophos,3385
2484,monkayo,3384
2485,monitoring,3383
2486,monitor,3382
2487,monies,3381
2488,monica,3380
2489,moneyclaims,3379
2490,money,3378
2491,monetization,3377
2492,monetary,3376
2493,monday,3375
2494,mollusk,3374
2495,module,3373
2496,modified,3372
2497,modification,3371
2498,modernization,3370
2499,modernizatin,3369
2500,modern,3368
2501,modeling,3367
2502,model,3366
2503,mode,3365
2504,modality,3364
2505,mobilization,3363
2506,mobility,3362
2507,mobile,3361
2508,mnor,3360
2509,mngp,3359
2510,mmmhmc,3358
2511,mmmh,3357
2512,mitseza,3356
2513,mitigation,3355
2514,mit,3354
2515,misuse,3353
2516,mistake,3352
2517,mission,3351
2518,missing,3350
2519,miss,3349
2520,misoprostol,3348
2521,miscellaneous,3347
2522,misappropriation,3346
2523,misamis,3345
2524,minority,3344
2525,minor,3343
2526,mining,3342
2527,minimum,3341
2528,mini,3340
2529,minglanilla,3339
2530,mineral,3338
2531,mine,3337
2532,mindoro,3336
2533,mindanao,3335
2534,minda,3334
2535,minalabac,3333
2536,mimbilisan,3332
2537,mimaropa,3331
2538,millennium,3330
2539,millenium,3329
2540,milk,3328
2541,military,3327
2542,milestone,3326
2543,miguel,3325
2544,migration,3324
2545,migrant,3323
2546,midwifery,3322
2547,midwife,3321
2548,midterm,3320
2549,midsayap,3319
2550,middle,3318
2551,mid,3317
2552,microgrid,3316
2553,microfinancing,3315
2554,microfinance,3314
2555,microenterprise,3313
2556,microbiology,3312
2557,microbicides,3311
2558,microbeads,3310
2559,micro,3309
2560,miag,3308
2561,mga,3307
2562,metropolitan,3306
2563,metro,3305
2564,method,3304
2565,meter,3303
2566,metallurgical,3302
2567,metallic,3301
2568,metal,3300
2569,messaging,3299
2570,message,3298
2571,merit,3297
2572,merger,3296
2573,mere,3295
2574,mercury,3294
2575,merchant,3293
2576,merchandising,3292
2577,merchandise,3291
2578,merchance,3290
2579,menu,3289
2580,mental,3288
2581,menstruation,3287
2582,menor,3286
2583,menopause,3285
2584,men,3284
2585,memory,3283
2586,memorial,3282
2587,membership,3281
2588,member,3280
2589,meeting,3279
2590,meduim,3278
2591,medium,3277
2592,medina,3276
2593,medicine,3275
2594,medication,3274
2595,medical,3273
2596,mediation,3272
2597,medalist,3271
2598,medal,3270
2599,meda,3269
2600,mechanization,3268
2601,mechanism,3267
2602,mechanic,3266
2603,meat,3265
2604,measurement,3264
2605,measure,3263
2606,meaningful,3262
2607,meaning,3261
2608,mean,3260
2609,meals,3259
2610,meal,3258
2611,mdi,3257
2612,mcps,3256
2613,mcgee,3255
2614,mc,3254
2615,mbn,3253
2616,mayor,3252
2617,mayon,3251
2618,maydanao,3250
2619,maximum,3249
2620,maximization,3248
2621,max,3247
2622,maulawin,3246
2623,maturity,3245
2624,mature,3244
2625,matter,3243
2626,mati,3242
2627,mathematics,3241
2628,math,3240
2629,maternity,3239
2630,maternal,3238
2631,materials,3237
2632,material,3236
2633,mateo,3235
2634,match,3234
2635,mataha,3233
2636,masteral,3232
2637,master,3231
2638,mastectomy,3230
2639,massim,3229
2640,massage,3228
2641,mass,3227
2642,masbate,3226
2643,mary,3225
2644,martires,3224
2645,martin,3223
2646,martial,3222
2647,marshal,3221
2648,marsh,3220
2649,marrow,3219
2650,married,3218
2651,marriage,3217
2652,marking,3216
2653,marketing,3215
2654,market,3214
2655,marked,3213
2656,mark,3212
2657,mariveles,3211
2658,maritimes,3210
2659,maritime,3209
2660,marital,3208
2661,marine,3207
2662,marinduque,3206
2663,marina,3205
2664,marikina,3204
2665,mariculture,3203
2666,mariano,3202
2667,maria,3201
2668,marginalized,3200
2669,marginal,3199
2670,marcos,3198
2671,marcilla,3197
2672,march,3196
2673,marcelo,3195
2674,maraymaray,3194
2675,marawi,3193
2676,maramag,3192
2677,maragusan,3191
2678,marabut,3190
2679,mapping,3189
2680,map,3188
2681,manufacturing,3187
2682,manufacturer,3186
2683,manufactured,3185
2684,manufacture,3184
2685,manual,3183
2686,manpower,3182
2687,manolo,3181
2688,mannner,3180
2689,manner,3179
2690,manipulation,3178
2691,manila,3177
2692,mangudadatu,3176
2693,mangrove,3175
2694,mango,3174
2695,mandulan,3173
2696,mandaue,3172
2697,mandatory,3171
2698,mandating,3170
2699,mandate,3169
2700,mandaluyong,3168
2701,manapao,3167
2702,mananga,3166
2703,manalo,3165
2704,managment,3164
2705,managemnet,3163
2706,management,3162
2707,manage,3161
2708,man,3160
2709,mammography,3159
2710,mammal,3158
2711,mamasapano,3157
2712,mama,3156
2713,malversation,3155
2714,malunggay,3154
2715,maltreatment,3153
2716,malt,3152
2717,malpractice,3151
2718,malolos,3150
2719,malnutrition,3149
2720,mall,3148
2721,malinao,3147
2722,malicious,3146
2723,malfeasance,3145
2724,maler,3144
2725,male,3143
2726,malaybalay,3142
2727,malay,3141
2728,malawakang,3140
2729,malaruhatan,3139
2730,malaria,3138
2731,malapascua,3137
2732,malanday,3136
2733,malampaya,3135
2734,malabungot,3134
2735,malabon,3133
2736,makuao,3132
2737,making,3131
2738,makima,3130
2739,makhdum,3129
2740,makati,3128
2741,makasaysayang,3127
2742,major,3126
2743,maitum,3125
2744,maintenance,3124
2745,mainstreaming,3123
2746,mainstream,3122
2747,mainline,3121
2748,main,3120
2749,mailing,3119
2750,mail,3118
2751,maiden,3117
2752,maguindanao,3116
2753,magsaysay,3115
2754,magsasaka,3114
2755,magnetic,3113
2756,magna,3112
2757,magellan,3111
2758,magazine,3110
2759,magalona,3109
2760,magallanes,3108
2761,magalang,3107
2762,madridejos,3106
2763,madrid,3105
2764,madrasah,3104
2765,made,3103
2766,maddela,3102
2767,macular,3101
2768,mactan,3100
2769,macro,3099
2770,machinery,3098
2771,machine,3097
2772,machination,3096
2773,macapagal,3095
2774,mabini,3094
2775,mabalacat,3093
2776,maasim,3092
2777,maa,3091
2778,lymphatic,3090
2779,lymph,3089
2780,lymp,3088
2781,lying,3087
2782,lwua,3086
2783,lwds,3085
2784,luzon,3084
2785,luxurious,3083
2786,lusaran,3082
2787,lupus,3081
2788,lupong,3080
2789,lupon,3079
2790,lupa,3078
2791,lungsod,3077
2792,lung,3076
2793,luneta,3075
2794,luna,3074
2795,lumptectomies,3073
2796,lumpectomy,3072
2797,lump,3071
2798,lumber,3070
2799,ludong,3069
2800,lucia,3068
2801,lucena,3067
2802,lto,3066
2803,lpg,3065
2804,loyalty,3064
2805,lower,3063
2806,low,3062
2807,lotto,3061
2808,lottery,3060
2809,lot,3059
2810,loss,3058
2811,loreto,3057
2812,lorenzo,3056
2813,looting,3055
2814,loom,3054
2815,look,3053
2816,longevity,3052
2817,long,3051
2818,lone,3050
2819,logo,3049
2820,logistics,3048
2821,logging,3047
2822,log,3046
2823,locking,3045
2824,location,3044
2825,locally,3043
2826,locality,3042
2827,local,3041
2828,lobbying,3040
2829,loay,3039
2830,loanable,3038
2831,loan,3037
2832,load,3036
2833,lnk,3035
2834,llda,3034
2835,llca,3033
2836,llanes,3032
2837,living,3031
2838,livestock,3030
2839,liver,3029
2840,livelihood,3028
2841,live,3027
2842,litigation,3026
2843,litigant,3025
2844,literate,3024
2845,literacy,3023
2846,lists,3022
2847,listing,3021
2848,list,3020
2849,liquor,3019
2850,liquified,3018
2851,liquidation,3017
2852,liquid,3016
2853,liquefied,3015
2854,lipa,3014
2855,lion,3013
2856,linkage,3012
2857,lingunan,3011
2858,linguistic,3010
2859,lingual,3009
2860,lines,3008
2861,line,3007
2862,linangan,3006
2863,limiter,3005
2864,limited,3004
2865,limitation,3003
2866,limit,3002
2867,limay,3001
2868,liloy,3000
2869,liloan,2999
2870,likhang,2998
2871,likely,2997
2872,likelihood,2996
2873,like,2995
2874,lighting,2994
2875,light,2993
2876,ligaya,2992
2877,ligas,2991
2878,ligao,2990
2879,liga,2989
2880,lifetime,2988
2881,lifelong,2987
2882,lifeline,2986
2883,lifeguard,2985
2884,life,2984
2885,lieu,2983
2886,lien,2982
2887,lidlidda,2981
2888,lichauco,2980
2889,licensure,2979
2890,licensing,2978
2891,licensee,2977
2892,licensed,2976
2893,license,2975
2894,libreng,2974
2895,libre,2973
2896,library,2972
2897,libon,2971
2898,libmanan,2970
2899,libingan,2969
2900,liberty,2968
2901,libertad,2967
2902,liberalization,2966
2903,libel,2965
2904,lian,2964
2905,liable,2963
2906,liability,2962
2907,liabiility,2961
2908,lgus,2960
2909,lgu,2959
2910,lgbt,2958
2911,lga,2957
2912,leyte,2956
2913,lewd,2955
2914,levy,2954
2915,level,2953
2916,letter,2952
2917,lessor,2951
2918,lesson,2950
2919,lessee,2949
2920,leslie,2948
2921,lesbian,2947
