,bill_id,long_title,bill_status
3939,16SBN-1517,department interior local,Pending
3940,16SBN-1516,teaching human mandatory public private,Pending
3941,16SBN-1515,entity building governmental,Pending
3942,16SBN-1514,bureau technical institute reservation correctional institution,Pending
3943,16SBN-1513,r memorial medical center department health center trauma cancer dermatology,Pending
3944,16SBN-1512,local,Pending
3945,16SBN-1511,line item budgetary process,Archived
3946,16SBN-1510,public information access respective,Pending
3947,16SBN-1509,procurement reform local,Archived
3948,16SBN-1508,land management bureau survey cadastral lot entire country,Archived
3949,16SBN-1507,chapter v family,Pending
3950,16SBN-1506,equal employment indigenous cultural preference certain,Pending
3951,16SBN-1505,former employment,Pending
3952,16SBN-1504,fire protection pertinent local department interior local bureau fire protection bureau jail management penology professionalization reglementary period minimum educational qualification appropriate eligibility appointment bureau fire protection bureau jail management penology,Pending
3953,16SBN-1503,different private libel,Pending
3954,16SBN-1502,health education acceleration corporation,Pending
3956,16SBN-1500,internal revenue imposition value tax good nonprofit charitable humanitarian relief,Pending
3957,16SBN-1499,v local,Pending
3958,16SBN-1498,social security system social security,Pending
3959,16SBN-1497,identity hired foreign nature work compensation case violation,Pending
3960,16SBN-1496,solicitation contribution sale employee public certain antigraft corrupt,Pending
3961,16SBN-1495,bureau bureaucracy,Pending
3962,16SBN-1494,special nonworking holiday fisherfolk day,Pending
3963,16SBN-1493,higher penalty death alien guilty dangerous similar comprehensive dangerous,Pending
3965,16SBN-1491,population land area conversion component city average annual income least local,Pending
3966,16SBN-1490,public adequate notice education effect exposure development health appropriate available fresh frozen fish potential exposure,Pending
3967,16SBN-1489,estate tax exemption chapter estate tax internal revenue,Pending
3968,16SBN-1488,full disclosure,Pending
3969,16SBN-1487,island natural park northern eastern area buffer zone management,Pending
3971,16SBN-1485,retirement incentive health care world,Pending
3972,16SBN-1484,creation accreditation development,Pending
3973,16SBN-1483,basic necessity price,Pending
3974,16SBN-1482,list system,Pending
3975,16SBN-1481,local housing board first third class,Pending
3976,16SBN-1480,voucher system elementary education,Pending
3977,16SBN-1479,urban countryside greening,Pending
3978,16SBN-1478,youth development local youth development city,Pending
3979,16SBN-1477,development railway system railway authority,Pending
3980,16SBN-1476,health care tertiary share certain equipment,Pending
3981,16SBN-1475,free college education regional college education,Pending
3982,16SBN-1474,educational curriculum consequent preparation continuity stability change period least book industry development,Pending
3983,16SBN-1473,family privacy protection,Pending
3984,16SBN-1472,hire additional guidance school social mental health personnel,Pending
3985,16SBN-1471,development music industry,Pending
3986,16SBN-1470,new system retirement separation military personnel armed right retirement citizenship,Pending
3987,16SBN-1469,creation commission family,Pending
3988,16SBN-1468,promote private information technology equipment educational research tax internal revenue,Pending
3989,16SBN-1467,council information technology development,Pending
3990,16SBN-1466,embassy united,Pending
3991,16SBN-1465,penalty,Pending
3992,16SBN-1464,local environmental protection respective mechanism effective implementation,Pending
3993,16SBN-1463,framework institutionalization appropriate,Archived
3994,16SBN-1462,industrial labor dispute settlement system certain labor,Pending
3995,16SBN-1461,technology management center university city center excellence technology assessment management forecasting,Pending
3996,16SBN-1460,older institutional community domestic violence sexual assault outreach available violence,Pending
3997,16SBN-1459,certain local,Pending
3998,16SBN-1458,study plan education,Pending
3999,16SBN-1457,special nonworking,Pending
4000,16SBN-1456,development production chemical destruction,Pending
4001,16SBN-1455,comprehensive malnutrition,Pending
4002,16SBN-1454,production importation sale recovery collection disposal plastic,Pending
4003,16SBN-1453,abuse dominant position fair competition commission,Pending
4005,16SBN-1451,series composition sugar regulatory administration sugar board,Pending
4007,16SBN-1449,system,Pending
4008,16SBN-1448,probation,Pending
4010,16SBN-1446,task force department social welfare development information study report abandonment infant,Pending
4011,16SBN-1445,poor access free essential barangay health,Pending
4012,16SBN-1444,tsunami detection forecast warning hazard mitigation institute volcanology seismology,Pending
4013,16SBN-1443,research awareness scleroderma department health,Pending
4014,16SBN-1442,comprehensive detail,Pending
4015,16SBN-1441,coeducational learning institution available information equality school athletic,Pending
4016,16SBN-1440,absentee voting,Pending
4017,16SBN-1439,civil academic educational,Pending
4018,16SBN-1438,civil ground superfluity,Pending
4019,16SBN-1437,civil,Pending
4020,16SBN-1436,harassment,Pending
4021,16SBN-1435,teller accessible,Pending
4022,16SBN-1434,advisory committee department health autism infant toddler immune system,Pending
4023,16SBN-1433,educational strategy educational need local,Pending
4024,16SBN-1432,department agrarian reform department agriculture annual report conversion agricultural land review,Pending
4025,16SBN-1431,retirement disability military personnel,Pending
4026,16SBN-1430,voluntary student loan financial,Pending
4027,16SBN-1429,payment total administrative disability pension senior military,Pending
4028,16SBN-1428,family,Pending
4029,16SBN-1427,discrimination account sex labor,Pending
4030,16SBN-1426,period indigenous cultural option ancestral land registration new period commission indigenous appropriate legal action cancellation indigenous,Pending
4031,16SBN-1425,administrative person secretary department defense next relief separation retirement active duty armed,Pending
4032,16SBN-1424,foreign,Pending
4033,16SBN-1423,imposition permit exam higher education final due unpaid tuition school,Pending
4034,16SBN-1422,retention utilization income museum museum,Pending
4035,16SBN-1421,credit assistance overseas,Pending
4036,16SBN-1420,modernization trust collection capital gain tax tax sale real property share natural gas project,Pending
4037,16SBN-1419,failure environmental clearance certificate ancestral critical,Pending
4038,16SBN-1418,certain radiologic technology,Pending
4039,16SBN-1417,early retirement voluntary separation service system,Pending
4040,16SBN-1416,peace commission peace,Pending
4041,16SBN-1415,offense illegal logging,Pending
4042,16SBN-1414,open learning distance education system,Pending
4043,16SBN-1413,nuclear radiation safety board scope,Pending
4044,16SBN-1412,art family,Pending
4045,16SBN-1411,implement security likelihood infant patient abduction baby infant hospital manner evident hospital,Pending
4046,16SBN-1410,organization operation management film festival development authority movie welfare foundation,Pending
4047,16SBN-1409,provincial water,Pending
4048,16SBN-1408,harassment invasion privacy commercial,Pending
4049,16SBN-1407,area category,Pending
4050,16SBN-1406,private sector rental residential housing affordable low,Pending
4051,16SBN-1405,emergency care system establishment supervision regulation emergency care profession,Pending
4052,16SBN-1404,framework responsible accountable trade trade representative,Pending
4053,16SBN-1403,certain number fifty comprehensive agrarian reform,Pending
4054,16SBN-1402,maltreatment,Pending
4055,16SBN-1401,motor vehicle charge motor,Pending
4056,16SBN-1400,defense security,Pending
4057,16SBN-1399,certain comprehensive dangerous,Pending
4058,16SBN-1398,civil,Pending
4059,16SBN-1397,conduct ethical public principle public public trust exemplary service,Pending
4060,16SBN-1396,number public health,Pending
4061,16SBN-1395,economic appropriate mechanism,Pending
4062,16SBN-1394,sale vehicle registration,Pending
4063,16SBN-1393,security tenure certain,Pending
4064,16SBN-1392,reappointment commission,Pending
4066,16SBN-1390,local conversion land area least fifty square least twenty component city average annual income least last consecutive constant,Pending
4067,16SBN-1389,commitment human promotion protection human resource country,Pending
4068,16SBN-1388,development growth film industry film commission,Pending
4069,16SBN-1387,penalty imprisonment libel venue civil action libel community broadcast certain,Pending
4070,16SBN-1386,role department labor employment dole local establishment operation public employment service operation job placement public employment service,Passed
4071,16SBN-1385,control good,Pending
4072,16SBN-1384,control unsolicited commercial sent bulk electronic mail text telephone,Pending
4073,16SBN-1383,private public free parking like first parking space,Pending
4074,16SBN-1382,adult education labor,Pending
4075,16SBN-1381,resettlement aid rehabilitation informal demolition danger infrastructure urban,Pending
4076,16SBN-1380,chapter v domestic shipping development,Pending
4077,16SBN-1379,scholarship family personnel police bureau fire protection bureau jail management penology certain special financial assistance family beneficiary police military personnel fireman performance duty reason position,Pending
4078,16SBN-1378,additional protection public utility vehicle implementation comprehensive assistance,Pending
4079,16SBN-1377,clean air,Pending
4080,16SBN-1376,electric transmission pilferage,Pending
4081,16SBN-1375,special prosecutor dangerous,Pending
4083,16SBN-1373,labor management receivership c,Pending
4084,16SBN-1372,compensation public utility bus bus,Pending
4085,16SBN-1371,boy charter power commonwealth,Pending
4086,16SBN-1370,retirement underground surface mining coverage reduced retirement age retirement social security system certain labor social security,Pending
4087,16SBN-1369,ear nose throat center,Pending
4088,16SBN-1368,occupational safety health construction industry,Pending
4089,16SBN-1367,functional structural organization commission human,Pending
4090,16SBN-1366,comprehensive hazardous radioactive management,Pending
4091,16SBN-1365,penalty criminal negligence common,Pending
4092,16SBN-1364,island province destination,Pending
4093,16SBN-1363,high school sport,Pending
4094,16SBN-1362,employment real estate service certain real estate service,Pending
4095,16SBN-1361,schedule fair market real property local assessment council local,Pending
4096,16SBN-1360,environment toxic hazardous nuclear,Pending
4097,16SBN-1359,foreign coastwise trade country,Pending
4098,16SBN-1358,hazard allowance percent basic salary science technology personnel science technology personnel,Pending
4099,16SBN-1357,violence intolerance race religion belief language disability status,Pending
4100,16SBN-1356,direct participation charitable percentage personal income tax,Pending
4101,16SBN-1355,court community service lieu detention penalty chapter book,Pending
4102,16SBN-1354,influenza immunization education outreach,Pending
4103,16SBN-1353,indoor firing,Pending
4104,16SBN-1352,indoor air quality,Pending
4105,16SBN-1351,quality classroom learning local measure higher,Pending
4106,16SBN-1350,identity theft prevention mitigation department justice,Pending
4107,16SBN-1349,ten special working holiday human day,Pending
4108,16SBN-1348,disclosure hospital,Pending
4109,16SBN-1347,high intensity discharge motor,Pending
4110,16SBN-1346,research development demonstration commercial application development net food energy,Pending
4111,16SBN-1345,special joint task force financial,Pending
4112,16SBN-1344,certain conduct,Pending
4113,16SBN-1343,distribution sale cleaning contain,Pending
4114,16SBN-1342,governmental information building structure engineer good faith danger public health safety,Pending
4115,16SBN-1341,electroplating industry,Pending
4116,16SBN-1340,independent evaluation distance education,Pending
4117,16SBN-1339,capability small landscape design vision local need,Pending
4118,16SBN-1338,caller identification information device capable caller identification information,Pending
4119,16SBN-1337,remedial education career remediation occupation completion,Pending
4120,16SBN-1336,workplace,Pending
4121,16SBN-1335,barangay justice local,Pending
4122,16SBN-1334,employee patient notification environmental health safety,Pending
4123,16SBN-1333,accessibility legislative,Pending
4124,16SBN-1332,research development new industrial energy efficiency environmental performance diverse energy economic competitiveness,Pending
4125,16SBN-1331,digital age,Pending
4127,16SBN-1329,aid support pediatric involvement reading education,Pending
4128,16SBN-1328,security essential emergency,Pending
4129,16SBN-1327,entrepreneurial financial literacy education school,Pending
4130,16SBN-1326,posting nutritional content information menu food service,Pending
4131,16SBN-1325,secretary transportation communication motor vehicle safety standard blind motor vehicle operation,Pending
4132,16SBN-1324,ocean acidification research,Pending
4133,16SBN-1323,nutrition,Pending
4134,16SBN-1322,pilot number nurse faculty future need qualified,Pending
4135,16SBN-1321,writing,Pending
4136,16SBN-1320,bureau animal industry public pet registry complete,Pending
4137,16SBN-1319,secretary education public complete available financial assistance study science technology engineering mathematics,Pending
4138,16SBN-1318,secretary justice public complete unidentified decedent,Pending
4139,16SBN-1317,institute literacy,Pending
4140,16SBN-1316,information menopause physical mental consequence,Pending
4141,16SBN-1315,basic health literacy health care,Pending
4142,16SBN-1314,establishment health information technology privacy system,Pending
4143,16SBN-1313,metal workplace,Pending
4144,16SBN-1312,disclosure minimum repayment credit card debt,Pending
4145,16SBN-1311,sale possession merchandise license plate,Pending
4146,16SBN-1310,pharmaceutical drug medical certain pharmaceutical,Pending
4147,16SBN-1309,system agriculture technology generation transfer,Pending
4148,16SBN-1308,preservation reforestation sustainable development mangrove mangrove,Pending
4149,16SBN-1307,special education gifted youth,Pending
4150,16SBN-1306,development voice protocol,Pending
4151,16SBN-1305,obstruction apprehension prosecution criminal,Pending
4152,16SBN-1304,comprehensive vaccination immunization,Pending
4153,16SBN-1303,promote support proper infant young child feeding marketing certain young,Pending
4154,16SBN-1302,local portion internal revenue free,Pending
4155,16SBN-1301,teacher corp teaching profession,Pending
4156,16SBN-1300,research health breast,Pending
4157,16SBN-1299,local book,Pending
4158,16SBN-1298,amusement industry safety board amusement industry safety,Pending
4159,16SBN-1297,public credit public work project,Pending
4161,16SBN-1295,plea agreement criminal violation,Pending
4162,16SBN-1294,education licensure practice medicine,Pending
4163,16SBN-1293,conduct abuse dominance competition department justice,Pending
4164,16SBN-1292,filing false public aggravating circumstance perjury,Pending
4165,16SBN-1291,w omnibus election,Pending
4166,16SBN-1290,international humanitarian genocide humanity,Pending
4168,16SBN-1288,indeterminate,Pending
4169,16SBN-1287,term regular judicial bar council,Pending
4170,16SBN-1286,protection security,Pending
4171,16SBN-1285,participation civil society preparation authorization process annual budget effective,Pending
4172,16SBN-1284,social security system thereby social security,Pending
4173,16SBN-1283,indigent cancer cancer assistance,Pending
4174,16SBN-1282,youth sector agriculture,Pending
4175,16SBN-1281,august day special working holiday,Passed
4176,16SBN-1280,educational digital electronic format tax internal revenue,Pending
4177,16SBN-1279,labor seminar graduating tertiary level education,Pending
4178,16SBN-1278,credit assistance overseas worker,Pending
4179,16SBN-1277,presentation medium,Pending
4181,16SBN-1275,development system consolidation small landholder corporate sector participation production high value,Pending
4182,16SBN-1274,hazard pay,Pending
4183,16SBN-1273,last earth hour,Pending
4184,16SBN-1272,tax free deposit account internal revenue,Pending
4185,16SBN-1271,protection conservation,Pending
4186,16SBN-1270,comprehensive local footwear industry country footwear training academy,Pending
4187,16SBN-1269,preference employment,Pending
4188,16SBN-1268,labor education social science tertiary education curriculum,Pending
4189,16SBN-1267,combat duty pay subsistence allowance personnel armed percent base pay eighty day,Pending
4190,16SBN-1266,employment registered nurse barangay,Pending
4191,16SBN-1265,family home value family home family,Pending
4192,16SBN-1264,comprehensive nursing towards quality health care system nursing,Pending
4193,16SBN-1263,refuge assistance young pregnant province city,Pending
4194,16SBN-1262,status born void certain family,Pending
4195,16SBN-1261,status domestic adoption,Pending
4196,16SBN-1260,fundamental equality men marriage family family,Pending
4197,16SBN-1259,jurisdiction power department energy petroleum pipeline petroleum pipeline design construction operation maintenance abandonment liquid petroleum,Pending
4198,16SBN-1258,parental care full pay legal minor private public sector,Pending
4199,16SBN-1257,circumstance crime rape offender adopter foster parent legal spouse adopter foster parent spouse adopter foster parent,Pending
4200,16SBN-1256,safety,Pending
4201,16SBN-1255,comprehensive health nationwide awareness,Pending
4202,16SBN-1254,small compliance small medium,Pending
4203,16SBN-1253,disposition sugar,Pending
4204,16SBN-1252,certain conduct sport student,Pending
4205,16SBN-1251,silica workplace,Pending
4206,16SBN-1250,competitive grant rural,Pending
4207,16SBN-1249,grant financial retirement literacy older,Pending
4208,16SBN-1248,professional development prospective,Pending
4209,16SBN-1247,educational,Pending
4210,16SBN-1246,certain certification,Pending
4211,16SBN-1245,penalty separate violent,Pending
4212,16SBN-1244,recruitment training support corp,Pending
4213,16SBN-1243,consumer unlawful product,Pending
4214,16SBN-1242,production independent credible international film,Pending
4217,16SBN-1239,youth enhanced education police,Pending
4218,16SBN-1238,tax relief public school income taxation internal revenue,Pending
4219,16SBN-1237,protect nursing profession nursing,Pending
4220,16SBN-1236,soil water conservation sustainable land management,Pending
4221,16SBN-1235,administration overseas welfare administration,Pending
4222,16SBN-1234,department information technology,Pending
4223,16SBN-1233,harbor pilotage conduct harbor port,Pending
4224,16SBN-1232,food authority food sufficiency,Pending
4225,16SBN-1231,right acquisition certain urban development housing,Pending
4226,16SBN-1230,barangay development approach nutrition improvement rural poor network state,Pending
4227,16SBN-1229,sugar cane industry sugar cane industry development,Pending
4228,16SBN-1228,v local,Pending
4229,16SBN-1227,institutionalization strategic partnership framework local congressional country,Pending
4230,16SBN-1226,accessibility,Pending
4231,16SBN-1225,teaching human mandatory public private,Pending
4232,16SBN-1224,liable election omnibus election registration,Pending
4233,16SBN-1223,discharge,Pending
4235,16SBN-1221,mobile communication,Pending
4236,16SBN-1220,direct remittance host local forty percent share proceeds utilization development wealth local,Pending
4237,16SBN-1219,right information,Pending
4238,16SBN-1218,imprisonment penalty crime libel higher fine penalty crime libel,Pending
4239,16SBN-1217,comprehensive human virus immune deficiency syndrome prevention treatment care plan prevention control,Pending
4240,16SBN-1216,assistance connection documentary employment,Pending
4241,16SBN-1215,welfare administration,Pending
4242,16SBN-1214,fair trade oil industry downstream oil,Pending
4243,16SBN-1213,bonus computation taxable income internal revenue,Pending
4245,16SBN-1211,civil engineering,Pending
4246,16SBN-1210,competition regulatory commission,Pending
4247,16SBN-1209,organism registry,Pending
4248,16SBN-1208,relation liability dog,Pending
4249,16SBN-1207,environmental justice education,Pending
4250,16SBN-1206,taxi,Pending
4251,16SBN-1205,antigraft corrupt,Pending
4252,16SBN-1204,posting calorie count information menu food service,Pending
4253,16SBN-1203,vandalism imposing,Pending
4254,16SBN-1202,proliferation fraudulent unauthorized degree,Pending
4255,16SBN-1201,commonwealth corporation girl,Pending
4256,16SBN-1200,crime taximeter,Pending
4257,16SBN-1199,motor,Pending
4258,16SBN-1198,solicitation offer appointment promotion assignment transfer designation interim public,Pending
4259,16SBN-1197,water regard waste,Pending
4260,16SBN-1196,innovation innovative,Pending
4261,16SBN-1195,active,Pending
4262,16SBN-1194,elder emergency crisis response elderly abuse,Pending
4263,16SBN-1193,aquatic,Pending
4264,16SBN-1192,financial literacy education,Pending
4265,16SBN-1191,additional time credit prison,Pending
4266,16SBN-1190,regulation health,Pending
4269,16SBN-1187,system tax transparency,Pending
4271,16SBN-1185,local conversion land area least fifty square least component city annual average income least last consecutive constant,Pending
4272,16SBN-1184,identification blood holder,Pending
4273,16SBN-1183,disaster service leave period,Pending
4274,16SBN-1182,retention utilization income museum museum,Pending
4275,16SBN-1181,conferment doctorate degree equivalent level career service eligibility civil service,Pending
4276,16SBN-1180,chief staff major service armed,Pending
4277,16SBN-1179,scope practice midwifery midwifery,Pending
4278,16SBN-1178,comprehensive prevention treatment care support prevention control,Pending
4279,16SBN-1177,development growth film industry film commission,Pending
4280,16SBN-1176,condonation unpaid agrarian reform department agrarian reform department agriculture credit finance corporation development authority food authority rural credit guarantee corporation,Pending
4281,16SBN-1175,food safety administration department health public health illness safety food research security food intentional contamination,Pending
4282,16SBN-1174,civil service,Pending
4283,16SBN-1173,pay personnel armed overseas duty expeditionary contingent pursuant commitment united sanction,Pending
4284,16SBN-1172,highway safety,Pending
4285,16SBN-1171,local private security paper receipt,Pending
4286,16SBN-1170,tax local music industry certain local,Pending
4287,16SBN-1169,burial assistance ten military,Pending
4288,16SBN-1168,juridical personality present memorial medical center,Pending
4289,16SBN-1167,practice criminology profession board,Pending
4290,16SBN-1166,twenty barangay development,Pending
4291,16SBN-1165,court community service lieu imprisonment penalty chapter book,Pending
4292,16SBN-1164,nationwide emergency assistance telephone number public safety security,Pending
4293,16SBN-1163,public personal conduct ethical public,Pending
4294,16SBN-1162,forfeiture state certain forfeiture favor state property public employee,Pending
4295,16SBN-1161,marine coastal,Pending
4296,16SBN-1160,modernization atmospheric geophysical astronomical administration,Pending
4297,16SBN-1159,ovarian cancer public awareness campaign,Pending
4298,16SBN-1158,family,Pending
4300,16SBN-1156,youth free exercise certain,Pending
4301,16SBN-1155,tax legal special need,Pending
4302,16SBN-1154,service certain,Pending
4303,16SBN-1153,informal economy implementation,Pending
4304,16SBN-1152,poverty promote human capital development conditional cash transfer,Pending
4305,16SBN-1151,embassy united,Pending
4306,16SBN-1150,emergency medical care system establishment supervision regulation emergency care profession,Pending
4307,16SBN-1149,trade representative,Pending
4308,16SBN-1148,ombudsman private behalf ombudsman,Pending
4309,16SBN-1147,administration overseas welfare administration,Pending
4310,16SBN-1146,ground person nuisance candidate thereby omnibus election,Pending
4311,16SBN-1145,training,Pending
4312,16SBN-1144,cosmetological hair removal,Pending
4313,16SBN-1143,distribution sale video,Pending
4314,16SBN-1142,termination employment volunteer emergency medical personnel,Pending
4315,16SBN-1141,department health health vision loss,Pending
4316,16SBN-1140,fatty food,Pending
4317,16SBN-1139,development curriculum public sector emergency disaster preparedness,Pending
4318,16SBN-1138,profiteering fraud military action relief reconstruction,Pending
4319,16SBN-1137,department education violence education physical education health music curriculum education,Pending
4320,16SBN-1136,confidentiality telephone,Pending
4321,16SBN-1135,acid education birth,Pending
4322,16SBN-1134,country origin prescription,Pending
4323,16SBN-1133,mandatory installation speed public utility,Pending
4324,16SBN-1132,agency performance excellence,Pending
4325,16SBN-1131,cervical cancer diagnostic treatment,Pending
4326,16SBN-1130,halal accreditation regulatory board,Pending
4327,16SBN-1129,academic excellence foundation academic excellence public private,Pending
4328,16SBN-1128,coastal cleanup day country,Pending
4329,16SBN-1127,establishment forensic taking forensic analysis information relation,Pending
4330,16SBN-1126,public education prostate cancer,Pending
4331,16SBN-1125,safety morale sex entrance school,Pending
4332,16SBN-1124,prevention prevention advisory board,Pending
4333,16SBN-1123,account,Pending
4334,16SBN-1122,action center land registration legislative district country,Pending
4335,16SBN-1121,farm machinery,Pending
4336,16SBN-1120,center duck research development duck industry,Pending
4337,16SBN-1119,strengthening career service congress legislative career service legislative academy,Pending
4338,16SBN-1118,performance accountability system public education,Pending
4339,16SBN-1117,environment basic nature restoration,Pending
4340,16SBN-1116,health full coverage prevention early detection diagnosis treatment autism spectrum,Pending
4341,16SBN-1115,crime murder extraordinary,Pending
4342,16SBN-1114,aggressive driving,Pending
4343,16SBN-1113,robbery cemetery,Pending
4344,16SBN-1112,animal welfare,Pending
4345,16SBN-1111,disabled parking,Pending
4346,16SBN-1110,downstream oil industry,Pending
4347,16SBN-1109,modification noise exhaust system,Pending
4348,16SBN-1108,department education educational awareness eating,Pending
4349,16SBN-1107,commercial flight delay information available,Pending
4350,16SBN-1106,day new special nonworking holiday sign goodwill amity china,Pending
4351,16SBN-1105,foreign language education primary school curriculum,Pending
4352,16SBN-1104,department housing urban development,Pending
4353,16SBN-1103,city provincial next local assumption,Pending
4354,16SBN-1102,safety aboard,Pending
4355,16SBN-1101,delineation specific forest public domain,Pending
4356,16SBN-1100,comprehensive prevention treatment care support prevention control,Pending
4357,16SBN-1099,system,Pending
4358,16SBN-1098,research health disease prevention research hormone disruption,Pending
4359,16SBN-1097,crime theft robbery portable communication,Pending
4360,16SBN-1096,lake development authority development authority,Pending
4361,16SBN-1095,importation manufacture sale distribution school related toxic,Pending
4362,16SBN-1094,protection rehabilitation sustainable management forest ecosystem,Pending
4363,16SBN-1093,conserve develop manage forest,Pending
4364,16SBN-1092,access information system public plain public service,Pending
4365,16SBN-1091,freedom prevention enforcement,Pending
4366,16SBN-1090,pertinent local,Pending
4367,16SBN-1089,harbor pilotage harbor pilotage conduct harbor related,Pending
4368,16SBN-1088,jurisdiction fertilizer pesticide authority agriculture regulation urban pest management industry,Pending
4369,16SBN-1087,solidarity local disaster response recovery,Pending
4370,16SBN-1086,antigraft corrupt,Pending
4371,16SBN-1085,energy efficiency conservation efficient energy energy efficiency conservation,Pending
4372,16SBN-1084,framework responsible accountable trade trade representative,Pending
4373,16SBN-1083,service cash retail price good credit violation,Pending
4374,16SBN-1082,community tax certificate power community tax pertinent local,Pending
4375,16SBN-1081,religious ethnic origin,Pending
4376,16SBN-1080,special hospital overseas,Pending
4377,16SBN-1079,health systemic lupus lupus disease,Pending
4378,16SBN-1078,teaching disaster awareness disaster mitigation part curriculum primary,Pending
4379,16SBN-1077,educational minor line duty,Pending
4380,16SBN-1076,protection unequal power definition sexual harassment,Pending
4381,16SBN-1075,certain wire tapping privacy communication therein ownership possession sale importation,Pending
4382,16SBN-1074,attainment competitive education omnibus education reform strategic,Pending
4383,16SBN-1073,access information food basic right people food food supply,Pending
4384,16SBN-1072,transitory consumer small saver relief individual economic stability individual confidence stimulus tax refund income protecting home tax credit new permanent,Pending
4385,16SBN-1071,food authority food sufficiency,Pending
4386,16SBN-1070,proceeds tax exclusive allocation education health need people internal revenue,Archived
4387,16SBN-1069,international procurement infrastructure good scope application procurement procurement reform,Pending
4388,16SBN-1068,consumer protection purchase brand new motor,Pending
4389,16SBN-1067,local foreign transparency accountability noncompliance disclosure accounting liquidation,Pending
4390,16SBN-1066,civil,Pending
4391,16SBN-1065,center information technical assistance family resource support,Pending
4392,16SBN-1064,protection,Pending
4393,16SBN-1063,emergency rice,Pending
4394,16SBN-1062,labor age retirement certain class,Pending
4395,16SBN-1061,trade export wildlife flora specie dead alive penalty,Pending
4396,16SBN-1060,opening subdivision vehicular traffic alternative access main,Pending
4397,16SBN-1059,river ecological,Pending
4398,16SBN-1058,procurement transplant human,Pending
4399,16SBN-1057,rate teenage pregnancy evaluation public private,Pending
4400,16SBN-1056,protection certain violation,Pending
4401,16SBN-1055,right ground travel,Pending
4402,16SBN-1054,teaching computer part elementary high school curriculum public private,Pending
4403,16SBN-1053,right work health,Pending
4404,16SBN-1052,protection disclosure information substantial violation competition negotiation contract,Pending
4405,16SBN-1051,twin province oriental area category natural park management,Pending
4406,16SBN-1050,boston province valley area category landscape buffer zone management,Pending
4407,16SBN-1049,reef occidental area category natural park buffer management,Pending
4408,16SBN-1048,seascape landscape province la union area management,Pending
4409,16SBN-1047,range city province oriental area category landscape management,Pending
4410,16SBN-1046,lake area sanctuary management,Pending
4411,16SBN-1045,turtle wildlife sanctuary province area management,Pending
4412,16SBN-1044,marsh province wildlife sanctuary pursuant management,Pending
4413,16SBN-1043,inclusion disability cash,Pending
4414,16SBN-1042,special center,Pending
4415,16SBN-1041,land administration system land administration authority,Pending
4416,16SBN-1040,crime exploitive child modeling,Pending
4417,16SBN-1039,separate course college school,Pending
4418,16SBN-1038,manufacture sale imitation,Pending
4419,16SBN-1037,testing illegal professional amateur collegiate sport,Pending
4420,16SBN-1036,proper food fertilizer sewage sludge,Pending
4421,16SBN-1035,food,Pending
4422,16SBN-1034,department environment natural resource information authority territory vulnerable sea result global warming,Archived
4423,16SBN-1033,recruitment training,Pending
4424,16SBN-1032,youth,Pending
4425,16SBN-1031,food purchase distribution school local food production,Pending
4426,16SBN-1030,creation development,Pending
4427,16SBN-1029,social value,Pending
4428,16SBN-1028,reduction poverty development small medium,Pending
4429,16SBN-1027,competition consumer welfare advance domestic international trade sustained economic development abuse dominant power fair competition commission,Pending
4430,16SBN-1026,promotion social poverty poverty reduction social entrepreneurship present,Pending
4431,16SBN-1025,administration enforcement occupational safety health environmental protection,Pending
4432,16SBN-1024,publisher editor reporter publication source news information confidence coverage news,Pending
4433,16SBN-1023,autonomy independence solicitor general,Pending
4434,16SBN-1022,discrimination basis sexual orientation gender identity,Pending
4435,16SBN-1021,maltreatment,Pending
4436,16SBN-1020,emergency care system establishment supervision regulation emergency care profession,Pending
4437,16SBN-1019,bed capacity hospital province fifty,Pending
4438,16SBN-1018,credit card access device,Pending
4439,16SBN-1017,teaching disaster awareness disaster mitigation part curriculum primary,Pending
4440,16SBN-1016,holiday founding anniversary,Pending
4441,16SBN-1015,barangay,Pending
4443,16SBN-1013,establishment operation criminal street recruitment commission gang,Pending
4444,16SBN-1012,school,Pending
4445,16SBN-1011,practice metallurgical engineering metallurgical engineering,Pending
4446,16SBN-1010,survivorship legitimate spouse deceased retired member solicitor general,Pending
4447,16SBN-1009,protect nursing profession nursing,Pending
4448,16SBN-1008,probation parole,Pending
4449,16SBN-1007,barangay least service barangay,Pending
4450,16SBN-1006,concurrence senate international agreement deployment military combat pursuant constitution,Pending
4451,16SBN-1005,professional education,Pending
4452,16SBN-1004,practice engineering trade master plumber,Pending
4453,16SBN-1003,coffee research development extension appropriation,Pending
4454,16SBN-1002,research development extension center pineapple appropriation,Pending
4456,16SBN-1000,regulation supervision professionalization practice registration,Pending
4458,16SBN-998,maritime museum,Pending
4459,16SBN-997,mango industry mango industry development board,Pending
4460,16SBN-996,harbor pilotage conduct harbor,Pending
4461,16SBN-995,responsive comprehensive regulation practice registration environmental sanitary,Pending
4462,16SBN-994,practice engineering mining engineering,Pending
4463,16SBN-993,practice chiropractic care,Pending
4464,16SBN-992,commission autism spectrum autism,Pending
4465,16SBN-991,commission,Pending
4466,16SBN-990,scenic thereby scenic,Pending
4467,16SBN-989,special poverty alleviation school supplemental feeding related poverty alleviation minimum basic need approach poor country related,Pending
4468,16SBN-988,standard practice rehabilitation medicine,Pending
4469,16SBN-987,grant administration fiscal nonfiscal,Pending
