,bill_id,long_title_x,bill_status,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,num,congress,long_title_y,date_filed,scope,status,author,date_lastUpdate,passed,Full Name Primary Author,Party,Bloc,Years of Service,num_authors,delta_days,upper,mon,quarter,scope_national,majority_bloc,len_desc
82,17SBN-1413,"['educational', 'institution', 'international', 'character', 'certain', 'growth']",Passed,0,0,0,0,0,0,0,0,1,1,SBN-1413,17,"an act recognizing everest academy as an educational institution of international character, granting certain prerogatives to hasten its growth as such, and for other purposes",3/30/17,National,Consolidated with Approved Bill,"Lacson, Panfilo M., Drilon, Franklin M., Zubiri, Juan Miguel F.",3/29/19,True,Panfilo Lacson,Independent,Majority,18,3,729,True,3,1,True,True,175
83,17SBN-1397,"['commission', 'bigger', 'plate', 'identification', 'regulation']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-1397,17,"an act penalizing and preventing the use of motorcycles or scooters in the commission of crimes through the use of bigger plate numbers and identification marks, regulation of backriders and for other purposes",3/15/17,National,Approved by the President of the Philippines,"Sotto III, Vicente C., Gordon, Richard J.",3/8/19,True,Tito Sotto III,NPC,Majority,27,2,723,True,3,1,True,True,209
84,17SBN-1391,"['mandatory', 'coverage', 'disability', 'disability']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-1391,17,"an act providing for the mandatory philhealth coverage for all persons with disability (pwds), amending for the purpose republic act no. 7277, as amended, otherwise known as the 'magna carta for persons with disability', and for other purposes",3/14/17,National,Approved by the President of the Philippines,"Legarda, Loren B., Aquino IV, Paolo Benigno ""Bam"", Hontiveros, Risa, Villanueva, Joel, Recto, Ralph G., De Lima, Leila M., Ejercito, Joseph Victor G., Gatchalian, Sherwin T., Villar, Cynthia A., Angara, Juan Edgardo ""Sonny"" M., Lacson, Panfilo M.",2/22/19,True,Loren Legarda,NPC,Majority,21,11,710,True,3,1,True,True,243
85,17SBN-1390,"['comprehensive', 'human', 'virus', 'syndrome', 'prevention', 'treatment', 'care', 'support', 'council', 'prevention', 'control']",Passed,1,0,0,1,1,0,1,0,0,0,SBN-1390,17,"an act strengthening the philippine comprehensive policy on human immunodeficiency virus (hiv) and acquired immunodeficiency syndrome (aids) prevention, treatment, care, and support, and establishing the philippine national aids council (pnac), repealing for the purpose republic act no. 8504, otherwise known as the 'philippine aids prevention and control act of 1998,' and appropriating funds therefor",3/13/17,National,Approved by the President of the Philippines,"Hontiveros, Risa, Legarda, Loren B., Trillanes, Antonio ""Sonny"" F., Angara, Juan Edgardo ""Sonny"" M., Poe, Grace L., Binay, Maria Lourdes Nancy S., Pacquiao, Emmanuel ""Manny"" D., Villar, Cynthia A.",12/20/18,True,Risa Hontiveros,Akbayan,Minority,2,8,647,True,3,1,True,False,403
86,17SBN-1365,"['validity', 'passport']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-1365,17,"an act extending the validity of philippine passports, amending for the purpose section 10 of republic act no. 8239, otherwise known as the 'philippine passport act of 1996', and for other purposes",3/7/17,National,Approved by the President of the Philippines,"Gordon, Richard J., Villar, Cynthia A., Recto, Ralph G., Ejercito, Joseph Victor G., Legarda, Loren B., Angara, Juan Edgardo ""Sonny"" M., Villanueva, Joel, Poe, Grace L., Cayetano, Alan Peter Companero S.",8/2/17,True,Richard Gordon,Independent,Majority,13,9,148,False,3,1,True,True,197
87,17SBN-1363,['workplace'],Passed,0,0,0,0,0,0,0,0,0,0,SBN-1363,17,an act institutionalizing telecommuting in the workplace and for other purposes,3/7/17,National,Approved by the President of the Philippines,"Villanueva, Joel, Villar, Cynthia A.",12/20/18,True,Joel Villanueva,Liberal,Majority,2,2,653,True,3,1,True,True,79
88,17SBN-1355,"['innovation', 'vital', 'component', 'development', 'inclusive', 'development', 'growth', 'competitiveness', 'small', 'medium']",Passed,0,0,0,0,0,0,1,0,1,1,SBN-1355,17,"an act adopting innovation as vital component of the country's development policies to drive inclusive development, promote the growth and national competitiveness of micro, small and medium enterprises, appropriating funds therefor, and for other purposes",2/27/17,National,Approved by the President of the Philippines,"Legarda, Loren B., Gatchalian, Sherwin T., Zubiri, Juan Miguel F., Villar, Cynthia A., Villanueva, Joel, Gordon, Richard J.",4/17/19,True,Loren Legarda,NPC,Majority,21,6,779,True,2,1,True,True,256
89,17SBN-1354,"['mental', 'health', 'delivery', 'mental', 'health', 'psychiatric', 'psychosocial', 'health']",Passed,0,0,0,0,0,0,1,0,0,0,SBN-1354,17,"an act establishing a national mental health policy for the purpose of enhancing the delivery of integrated mental health services, promoting and protecting persons utilizing psychiatric, neurologic and psychosocial health services, appropriating funds therefor and for other purposes",2/27/17,National,Approved by the President of the Philippines,"Sotto III, Vicente C., Legarda, Loren B., Trillanes, Antonio ""Sonny"" F., Aquino IV, Paolo Benigno ""Bam"", Angara, Juan Edgardo ""Sonny"" M., Hontiveros, Risa, Villanueva, Joel",6/20/18,True,Tito Sotto III,NPC,Majority,26,7,478,True,2,1,True,True,284
90,17SBN-1353,"['refusal', 'medical', 'appropriate', 'initial', 'medical', 'treatment', 'support', 'emergency', 'serious', 'demand', 'advance', 'confinement', 'treatment', 'medical', 'certain']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-1353,17,"an act increasing the penalties for the refusal of hospitals and medical clinics to administer appropriate initial medical treatment and support in emergency or serious cases, amending for the purpose batas pambansa bilang 702, otherwise known as 'an act prohibiting the demand of deposits or advance payments for the confinement or treatment of patients in hospitals and medical clinics in certain cases' as amended by republic act no. 8344, and for other purposes",2/27/17,National,Approved by the President of the Philippines,"Hontiveros, Risa, Pimentel, Aquilino Koko III L., Sotto III, Vicente C., Drilon, Franklin M., Gordon, Richard J.",8/3/17,True,Risa Hontiveros,Akbayan,Minority,1,5,157,False,2,1,True,False,465
91,17SBN-1317,"['compliance', 'occupational', 'safety', 'health']",Passed,0,0,1,0,0,0,1,0,0,0,SBN-1317,17,an act strengthening compliance with occupational safety and health standards and providing penalties for violations thereof,2/8/17,National,Consolidated with Approved Bill,"Villanueva, Joel, Ejercito, Joseph Victor G., Gatchalian, Sherwin T., Sotto III, Vicente C., Drilon, Franklin M.",8/17/18,True,Joel Villanueva,Liberal,Majority,2,5,555,True,2,1,True,True,124
92,17SBN-1311,"['ease', 'business', 'ease', 'business', 'commission']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-1311,17,"an act establishing a national policy of ease of doing business, creating for the purpose the ease of doing business commission, and for other purposes",2/1/17,National,Approved by the President of the Philippines,"Recto, Ralph G., Aquino IV, Paolo Benigno ""Bam"", Poe, Grace L., Zubiri, Juan Miguel F., Villar, Cynthia A., Gordon, Richard J., Lacson, Panfilo M.",5/28/18,True,Ralph Recto,Nacionalista,Majority,17,7,481,True,2,1,True,True,151
93,17SBN-1305,"['maternity', 'period', 'hundred', 'twenty', 'day', 'female', 'service', 'private', 'sector', 'option', 'additional', 'day', 'pay', 'parental', 'leave', 'period', 'adoptive', 'additional', 'day']",Passed,0,0,1,0,1,0,0,1,0,1,SBN-1305,17,"an act increasing the maternity leave period to one hundred twenty (120) days for female workers in the government service and the private sector with an option to extend for an additional thirty (30) days without pay, providing a parental leave period for adoptive parents, and granting an additional thirty (30) days for solo mothers, and for other purposes",1/23/17,National,Approved by the President of the Philippines,"Pangilinan, Francis N., Pacquiao, Emmanuel ""Manny"" D., Hontiveros, Risa, Trillanes, Antonio ""Sonny"" F., Binay, Maria Lourdes Nancy S., Legarda, Loren B., Angara, Juan Edgardo ""Sonny"" M.",2/20/19,True,Francis Pangilinan,Liberal,Minority,18,7,758,True,1,1,True,False,359
94,17SBN-1304,"['full', 'tuition', 'subsidy', 'state']",Passed,0,0,0,0,0,0,0,1,0,0,SBN-1304,17,"an act providing for a full tuition subsidy for students enrolled in state universities and colleges (sucs), and appropriating funds thereof",1/23/17,National,Approved by the President of the Philippines,"Recto, Ralph G., Villanueva, Joel, Ejercito, Joseph Victor G., Aquino IV, Paolo Benigno ""Bam"", Gatchalian, Sherwin T., Pangilinan, Francis N., Angara, Juan Edgardo ""Sonny"" M., Legarda, Loren B., De Lima, Leila M., Villar, Cynthia A., Zubiri, Juan Miguel F., Gordon, Richard J.",8/2/17,True,Ralph Recto,Nacionalista,Majority,16,12,191,False,1,1,True,True,140
95,17SBN-1299,"['service', 'charge']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-1299,17,an act providing that 100% of the service charge collected in hotels and other establishments be distributed to all covered employees and for other purposes,1/19/17,National,Approved by the President of the Philippines,"Villanueva, Joel, Villar, Cynthia A., Zubiri, Juan Miguel F.",6/30/19,True,Joel Villanueva,Liberal,Majority,3,3,892,True,1,1,True,True,156
96,17SBN-1297,"['number', 'new', 'central', 'bank']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-1297,17,"an act amending republic act number 7653, otherwise known as 'the new central bank act', and for other purposes",1/17/17,National,Consolidated with Approved Bill,"Drilon, Franklin M., Recto, Ralph G., Escudero, Francis ""Chiz"" G., Ejercito, Joseph Victor G., Angara, Juan Edgardo ""Sonny"" M.",2/14/19,True,Franklin Drilon,Liberal,Minority,24,5,758,True,1,1,True,False,111
97,17SBN-1281,"['fisherfolk', 'enterprise', 'development', 'department', 'agriculture']",Passed,0,0,0,0,0,1,1,0,1,1,SBN-1281,17,an act instituting the farmers and fisherfolk enterprise development program of the department of agriculture and for other purposes,12/13/16,National,Consolidated with Approved Bill,"Pangilinan, Francis N.",4/17/19,True,Francis Pangilinan,Liberal,Minority,18,1,855,True,12,4,True,False,132
98,17SBN-1280,['corporation'],Passed,0,0,0,0,0,0,0,0,0,0,SBN-1280,17,an act amending batas pambansa blg. 68 or the corporation code of the philippines,12/13/16,National,Approved by the President of the Philippines,"Escudero, Francis ""Chiz"" G., Drilon, Franklin M., Aquino IV, Paolo Benigno ""Bam"", Angara, Juan Edgardo ""Sonny"" M., Zubiri, Juan Miguel F., Binay, Maria Lourdes Nancy S., Ejercito, Joseph Victor G., Gatchalian, Sherwin T., Gordon, Richard J., Honasan II, Gregorio B., Hontiveros, Risa, Lacson, Panfilo M., Pacquiao, Emmanuel ""Manny"" D., Pangilinan, Francis N., Pimentel, Aquilino Koko III L., Poe, Grace L., Sotto III, Vicente C., Trillanes, Antonio ""Sonny"" F., Villanueva, Joel, Villar, Cynthia A., De Lima, Leila M.",2/20/19,True,Francis Escudero,Independent,Majority,12,21,799,True,12,4,True,True,81
99,17SBN-1279,"['school', 'hunger', 'undernutrition', 'public', 'basic', 'education']",Passed,1,0,1,1,0,1,1,0,0,1,SBN-1279,17,"an act creating a national school feeding program to combat hunger and undernutrition for all public basic education students, and for other purposes",12/12/16,National,Approved by the President of the Philippines,"Honasan II, Gregorio B., Zubiri, Juan Miguel F., Poe, Grace L., Sotto III, Vicente C., Legarda, Loren B., Aquino IV, Paolo Benigno ""Bam"", Villar, Cynthia A., Villanueva, Joel, Gatchalian, Sherwin T., Recto, Ralph G., Drilon, Franklin M.",6/20/18,True,Gringo Honasan II,UNA,Majority,23,11,555,True,12,4,True,True,149
100,17SBN-1277,"['free', 'access', 'public', 'country']",Passed,0,0,1,1,0,1,0,0,0,1,SBN-1277,17,an act establishing the free internet access program in public spaces in the country and appropriating funds thereof,12/12/16,National,Approved by the President of the Philippines,"Pangilinan, Francis N., Pacquiao, Emmanuel ""Manny"" D., Recto, Ralph G., Aquino IV, Paolo Benigno ""Bam"", Villanueva, Joel, Villar, Cynthia A.",8/2/17,True,Francis Pangilinan,Liberal,Minority,16,6,233,False,12,4,True,False,116
101,17SBN-1270,"['last', 'day', 'pronounce', 'regular', 'holiday']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-1270,17,an act declaring the last monday of january as ‘national bible day’ and pronounce the same a regular holiday and every year thereafter,12/7/16,National,Approved by the President of the Philippines,"Pacquiao, Emmanuel ""Manny"" D., Villanueva, Joel",12/20/18,True,Manny Pacquiao,PDP_Laban,Majority,2,2,743,True,12,4,True,True,134
102,17SBN-1269,"['registration', 'licensure', 'practice', 'food', 'technology']",Passed,1,0,0,0,0,0,0,0,0,1,SBN-1269,17,"an act providing for the registration, licensure and practice of food technology in the philippines, providing funds therefor, and for other purposes",12/7/16,National,Consolidated with Approved Bill,"Trillanes, Antonio ""Sonny"" F., Legarda, Loren B.",6/29/18,True,Antonio Trillanes IV,Nacionalista,Minority,11,2,569,True,12,4,True,False,149
103,17SBN-1255,"['coverage', 'source', 'news', 'information', 'confidence', 'broadcast', 'news']",Passed,0,0,0,1,0,0,0,0,0,0,SBN-1255,17,"an act expanding the coverage of exemptions from revealing the source of published news or information obtained in confidence by including journalists from broadcast, news agencies and internet publications, amending for the purpose section 1 of republic act 53, as amended by r.a.1477",11/29/16,National,Approved by the President of the Philippines,"Sotto III, Vicente C., Trillanes, Antonio ""Sonny"" F.",6/30/19,True,Tito Sotto III,NPC,Majority,27,2,943,True,11,4,True,True,285
104,17SBN-1248,"['special', 'working', 'holiday', 'country', 'heroism', 'sacrifice', 'fallen', 'police', 'special', 'action', 'force']",Archived,0,0,1,0,0,0,0,0,1,0,SBN-1248,17,an act declaring january 25 of every year as a special working holiday throughout the country to commemorate the heroism and sacrifice of the fallen 44 of the philippine national police special action force,11/21/16,National,Sent to the Archives,"Binay, Maria Lourdes Nancy S.",8/9/17,False,Nancy Binay,UNA,Majority,4,1,261,False,11,4,True,True,206
105,17SBN-1239,"['police', 'department', 'interior', 'local']",Passed,0,0,0,0,0,1,1,0,1,0,SBN-1239,17,"an act amending sec. 35 b (4) of republic act no. 6975, otherwise known as an act establishing the philippine national police under a reorganized department of the interior and local government, and for other purposes",11/15/16,National,Approved by the President of the Philippines,"Lacson, Panfilo M.",3/1/18,True,Panfilo Lacson,Independent,Majority,17,1,471,True,11,4,True,True,217
106,17SBN-1112,['barangay'],Passed,0,0,0,0,0,0,1,0,0,0,SBN-1112,17,"an act postponing the october 2016 barangay and sangguniang kabataan elections, amending for the purpose republic act no. 9164, as amended by republic act no. 9340 and republic act no. 10656, and for other purposes",8/30/16,National,Approved by the President of the Philippines,"De Lima, Leila M., Cayetano, Alan Peter Companero S., Villanueva, Joel, Angara, Juan Edgardo ""Sonny"" M., Zubiri, Juan Miguel F., Legarda, Loren B., Villar, Cynthia A.",10/15/16,True,Leila De Lima,Liberal,Minority,0,7,46,False,8,3,True,False,214
107,17SBN-1103,"['polytechnic', 'university', 'campus', 'occidental', 'campus']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-1103,17,"an act establishing polytechnic university of the philippines- sablayan campus in the municipality of sablayan, occidental mindoro to be known as pup-sablayan campus  appropriating funds thereof and for other purposes",8/25/16,National,Approved by the President of the Philippines,"Ejercito, Joseph Victor G.",8/9/18,True,JV Ejercito,NPC,Majority,5,1,714,True,8,3,True,True,217
108,17SBN-884,"['polytechnic', 'university', 'campus', 'city', 'campus']",Passed,0,0,0,0,0,0,0,1,0,0,SBN-884,17,"an act establishing polytechnic university of the philippines-san juan campus in the city of san juan, metro manila to be known as pup-san juan campus appropriating funds therefor and for other purposes",7/26/16,National,Consolidated with Approved Bill,"Ejercito, Joseph Victor G.",6/30/19,True,JV Ejercito,NPC,Majority,6,1,1069,True,7,3,True,True,202
109,17SBN-756,"['student', 'day']",Passed,0,0,0,0,1,1,0,0,0,0,SBN-756,17,an act declaring the seventeenth of november of every year as national student leader's day,7/21/16,National,Consolidated with Approved Bill,"Escudero, Francis ""Chiz"" G.",6/30/19,True,Francis Escudero,Independent,Majority,12,1,1074,True,7,3,True,True,91
110,17SBN-747,"['campus', 'press', 'freedom', 'day']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-747,17,an act declaring july 25 of every year as the national campus press freedom day,7/21/16,National,Consolidated with Approved Bill,"Escudero, Francis ""Chiz"" G.",6/30/19,True,Francis Escudero,Independent,Majority,12,1,1074,True,7,3,True,True,79
111,17SBN-462,"['practice', 'speech', 'language', 'pathology']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-462,17,"an act regulating the practice of speech language pathology in the philippines, providing funds therefor and for other purposes",7/19/16,National,Consolidated with Approved Bill,"Trillanes, Antonio ""Sonny"" F., Hontiveros, Risa",3/22/19,True,Antonio Trillanes IV,Nacionalista,Minority,12,2,976,True,7,3,True,False,127
112,17SBN-454,"['registration', 'licensure', 'practice', 'occupational', 'therapy', 'related']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-454,17,"an act regulating the registration, licensure, and practice of occupational therapy, providing funds therefor and for other related purposes",7/19/16,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F.",3/11/19,True,Antonio Trillanes IV,Nacionalista,Minority,12,1,965,True,7,3,True,False,140
113,17SBN-452,"['practice', 'criminology', 'profession', 'board']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-452,17,"an act regulating the practice of criminology  profession in the philippines, and appropriating funds therefor, repealing for the purpose republic act 6506, otherwise known as an act creating the board of examiners for criminologists in the philippines",7/19/16,National,Approved by the President of the Philippines,"Trillanes, Antonio ""Sonny"" F.",11/8/18,True,Antonio Trillanes IV,Nacionalista,Minority,11,1,842,True,7,3,True,False,252
114,17SBN-209,"['day', 'august', 'day']",Passed,0,0,0,0,1,0,0,0,0,0,SBN-209,17,an act declaring the twenty-fifth day of august of every year as the national tech-voc day,6/30/16,National,Approved by the President of the Philippines,"Villanueva, Joel",2/7/18,True,Joel Villanueva,Liberal,Majority,2,1,587,True,6,2,True,True,90
115,17SBN-192,"['overseas', 'employment', 'administration', 'disseminate', 'handbook', 'migrant', 'migrant', 'overseas']",Passed,1,0,0,0,0,1,0,0,0,0,SBN-192,17,"an act mandating the philippine overseas employment administration (poea) to publish, disseminate and update a handbook on the rights and responsibilities of migrant workers, amending for the purpose republic act no. 8042, otherwise known as the migrant workers and overseas filipinos act of 1995, as amended",6/30/16,National,Approved by the President of the Philippines,"Pacquiao, Emmanuel ""Manny"" D., Gordon, Richard J., Pimentel, Aquilino Koko III L., Gatchalian, Sherwin T., Villar, Cynthia A.",2/22/19,True,Manny Pacquiao,PDP_Laban,Majority,3,5,967,True,6,2,True,True,308
116,17SBN-178,"['regulation', 'supervision', 'payment']",Passed,0,0,0,0,0,0,0,0,0,1,SBN-178,17,an act providing for the regulation and supervision of payment systems,6/30/16,National,Approved by the President of the Philippines,"Aquino IV, Paolo Benigno ""Bam""",10/30/18,True,Bam Aquino,Liberal,Minority,5,1,852,True,6,2,True,False,70
117,17SBN-108,"['special', 'public', 'holiday', 'country', 'victory', 'men', 'historic', 'battle', 'day']",Passed,0,0,1,1,1,1,0,0,0,1,SBN-108,17,"an act declaring april 27 of every year as a special working public holiday throughout the country to commemorate the victory of lapu-lapu and his men over the spaniards led by ferdinand magellan in the historic battle of mactan on april 27, 1521, to be known as lapu-lapu day or adlaw ni lapu-lapu",6/30/16,National,Approved by the President of the Philippines,"Gordon, Richard J., Zubiri, Juan Miguel F., Gatchalian, Sherwin T., Villar, Cynthia A.",6/29/18,True,Richard Gordon,Independent,Majority,14,4,729,True,6,2,True,True,298
118,17SBN-14,"['amount', 'value', 'property', 'damage', 'penalty']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-14,17,"an act adjusting the amount involved, value of property or damage on which a penalty is based, and the fines under act no. 3815, as amended, otherwise known as the revised penal code",6/30/16,National,Approved by the President of the Philippines,"Drilon, Franklin M., De Lima, Leila M.",8/29/17,True,Franklin Drilon,Liberal,Minority,22,2,425,True,6,2,True,False,182
119,16SBN-3226,"['detention', 'facility', 'drug', 'penitentiary', 'system', 'bureau']",Archived,1,0,0,0,1,0,0,0,1,0,SBN-3226,16,"an act establishing a detention program and facility for high-level drug offenders within the national penitentiary system under the bureau of corrections, appropriating funds therefor and for other purposes",5/5/16,National,Sent to the Archives,"Sotto III, Vicente C.",5/30/16,False,Tito Sotto III,NPC,Majority,24,1,25,False,5,2,True,True,207
120,16SBN-3225,"['food', 'similar', 'unsold', 'food']",Archived,0,0,0,0,0,0,0,0,0,1,SBN-3225,16,"an act banning supermarkets, food establishments and other similar businesses from throwing away and spoiling unsold food",2/11/16,National,Sent to the Archives,"Escudero, Francis ""Chiz"" G.",5/30/16,False,Francis Escudero,Independent,Majority,9,1,109,False,2,1,True,True,121
121,16SBN-3224,['welfare'],Archived,0,0,0,0,0,0,0,0,0,1,SBN-3224,16,"an act amending republic act no. 8972, otherwise known as the solo parents welfare act of 2000, and for other purposes.",2/9/16,National,Sent to the Archives,"Marcos, Ferdinand ""Bongbong"" R.",5/30/16,False,Bongbong Marcos,Nacionalista,Majority,6,1,111,False,2,1,True,True,119
122,16SBN-3220,"['income', 'tax', 'tax', 'winning', 'miss', 'miss', 'universe', 'tax', 'donation']",Archived,0,0,0,1,0,0,0,0,0,0,SBN-3220,16,"an act exempting from income tax, value-added tax, and import duties the winnings and/or prizes of miss pia alonzo wurtzbach as miss universe 2015, and from donor's tax any donation made by her from such winnings and/or prizes",2/3/16,National,Sent to the Archives,"Pimentel, Aquilino Koko III L.",5/30/16,False,Koko Pimentel,PDP_Laban,Majority,6,1,117,False,2,1,True,True,226
123,16SBN-3219,"['disclosure', 'environmental', 'record', 'environmental', 'compliance', 'certificate']",Archived,0,0,0,0,1,0,0,0,0,0,SBN-3219,16,an act requiring disclosure of environmental record of applicants for an environmental compliance certificate,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,109
124,16SBN-3218,"['coastal', 'tourism', 'development']",Archived,0,0,0,0,0,0,1,0,1,1,SBN-3218,16,an act providing for a coastal tourism planning and development program,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,71
125,16SBN-3217,"['consumer', 'protection', 'province', 'city']",Archived,0,1,1,0,1,1,0,1,0,0,SBN-3217,16,an act providing for a consumer protection office in every province and city,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,76
126,16SBN-3216,"['essential', 'component', 'responsible', 'parenthood']",Archived,0,0,0,0,0,0,0,0,0,0,SBN-3216,16,an act promoting and supporting breastfeeding as an essential component of responsible parenthood,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,97
127,16SBN-3215,"['awareness', 'traumatic', 'brain']",Archived,0,0,0,0,0,0,0,0,0,0,SBN-3215,16,an act increasing awareness about sports-related traumatic brain injuries,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,73
128,16SBN-3214,"['injury', 'prevention', 'treatment', 'educational']",Archived,0,0,0,1,0,0,0,0,0,0,SBN-3214,16,an act requiring sports-related injury prevention and treatment programs in educational institutions,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,100
129,16SBN-3213,"['public', 'awareness', 'safe', 'establishment', 'safety', 'public', 'awareness', 'commission']",Archived,0,0,1,1,1,1,0,0,0,1,SBN-3213,16,an act improving public awareness regarding safe use of the internet through the establishment of an office of internet safety and public awareness within the national telecommunications commission,2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,197
130,16SBN-3212,['ombudsman'],Archived,0,0,0,0,0,0,0,0,0,0,SBN-3212,16,"an act amending republic act no. 6770, otherwise known as the ombudsman act, section 15",2/2/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,118,False,2,1,True,True,87
131,16SBN-3211,['driving'],Passed,0,0,0,0,0,0,0,0,0,0,SBN-3211,16,an act defining and penalizing distracted driving,2/2/16,National,Lapsed Into Law,"Ejercito-Estrada, Jinggoy P., Revilla Jr., Ramon A., Osmena III, Sergio R.",6/30/16,True,Jinggoy Ejercito-Estrada,PMP,Minority,12,3,149,False,2,1,True,False,49
132,16SBN-3209,"['unlawful', 'foreign', 'marriage', 'common', 'partnership', 'bride']",Passed,0,0,0,0,0,0,0,0,0,0,SBN-3209,16,"an act providing stronger measures against unlawful practices, businesses, and schemes of matching and offering filipinos to foreign nationals for purposes of marriage of common law partnership, repealing for the purpose republic act no. 6955, also referred to as the anti-mail order bride law",2/2/16,National,Lapsed Into Law,"Cayetano, Pia S.",6/30/16,True,Pilar Juliana CayetanoP,Nacionalista,Majority,12,1,149,False,2,1,True,True,293
133,16SBN-3208,"['public', 'violation', 'certificate', 'authority', 'decision', 'resolution', 'regulation', 'commission', 'commonwealth']",Archived,0,0,1,1,1,1,0,0,1,1,SBN-3208,16,"an act providing for penalties or fines against erring public telecommunications entities for violation of the terms or conditions of any certificate, authority, order, decision, resolution or regulation of the national telecommunications commission (ntc), amending for the purpose sections 21 and 23 of commonwealth act no. 146",2/1/16,National,Sent to the Archives,"Aquino IV, Paolo Benigno ""Bam""",5/30/16,False,Bam Aquino,Liberal,Majority,3,1,119,False,2,1,True,True,328
134,16SBN-3207,"['regulation', 'supervision', 'payment']",Archived,0,0,0,0,0,0,0,0,0,1,SBN-3207,16,an act providing for the regulation and supervision of payment systems,2/1/16,National,Sent to the Archives,"Aquino IV, Paolo Benigno ""Bam""",5/30/16,False,Bam Aquino,Liberal,Majority,3,1,119,False,2,1,True,True,70
135,16SBN-3206,"['bamboo', 'industry', 'development']",Archived,0,0,0,0,0,0,1,0,1,1,SBN-3206,16,an act institutionalizing a philippine bamboo industry development program,2/1/16,National,Sent to the Archives,"Aquino IV, Paolo Benigno ""Bam""",5/30/16,False,Bam Aquino,Liberal,Majority,3,1,119,False,2,1,True,True,74
136,16SBN-3205,"['integration', 'indigenous', 'history', 'culture', 'identity', 'study', 'history', 'basic', 'higher', 'education']",Passed,1,0,1,0,0,0,1,0,0,0,SBN-3205,16,"an act mandating the integration of filipino-muslim and indigenous peoples history, culture and identity in the study of philippine history in both basic and higher education",2/1/16,National,Lapsed Into Law,"Angara, Juan Edgardo ""Sonny"" M., Legarda, Loren B., Cayetano, Pia S.",6/30/16,True,Eduardo Angara,LDP,Majority,12,3,150,False,2,1,True,True,174
137,16SBN-3204,"['basic', 'education', 'basic', 'life', 'support', 'training']",Passed,1,0,1,0,0,0,1,0,0,0,SBN-3204,16,an act requiring basic education students to undergo age-appropriate basic life support training,2/1/16,National,Lapsed Into Law,"Angara, Juan Edgardo ""Sonny"" M., Cayetano, Pia S.",6/30/16,True,Eduardo Angara,LDP,Majority,12,2,150,False,2,1,True,True,96
138,16SBN-3203,"['secretary', 'department', 'labor', 'employment', 'recording', 'occupational']",Archived,0,1,0,0,0,1,1,0,0,0,SBN-3203,16,an act directing the secretary of the department of labor and employment to revise regulations concerning the recording and reporting of occupational injuries and illnesses,2/1/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,119,False,2,1,True,True,172
139,16SBN-3202,"['post', 'traumatic', 'stress', 'disorder', 'awareness', 'education']",Archived,1,0,1,0,0,0,1,0,0,0,SBN-3202,16,an act establishing a post traumatic stress disorder awareness and education program,2/1/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,119,False,2,1,True,True,84
140,16SBN-3201,"['countryside', 'sport', 'development']",Archived,0,0,0,0,0,1,1,0,1,1,SBN-3201,16,an act providing for a countryside sports development program,2/1/16,National,Sent to the Archives,"Defensor Santiago, Miriam",5/30/16,False,Miriam Santiago,PRP,Majority,21,1,119,False,2,1,True,True,61
