,Word,Weight
1524,local,1749
1525,loanable,1748
1526,loan,1747
1527,load,1746
1528,living,1745
1529,livestock,1744
1530,liver,1743
1531,livelihood,1742
1532,live,1741
1533,litigation,1740
1534,literate,1739
1535,literacy,1738
1536,listing,1737
1537,listed,1736
1538,list,1735
1539,liquor,1734
1540,liquidation,1733
1541,liquid,1732
1542,lipa,1731
1543,lion,1730
1544,linkage,1729
1545,linguistic,1728
1546,line,1727
1547,limited,1726
1548,limitation,1725
1549,likely,1724
1550,likelihood,1723
1551,like,1722
1552,light,1721
1553,lifetime,1720
1554,lifeline,1719
1555,life,1718
1556,lieu,1717
1557,lien,1716
1558,licensure,1715
1559,license,1714
1560,library,1713
1561,liberty,1712
1562,liberalization,1711
1563,libel,1710
1564,liable,1709
1565,liability,1708
1566,lewd,1707
1567,levy,1706
1568,level,1705
1569,letter,1704
1570,lens,1703
1571,legitimation,1702
1572,legitimate,1701
1573,legislative,1700
1574,legislation,1699
1575,legal,1698
1576,legacy,1697
1577,leaving,1696
1578,leave,1695
1579,lease,1694
1580,learning,1693
1581,leaf,1692
1582,leadership,1691
1583,lead,1690
1584,le,1689
1585,layer,1688
1586,lawlessness,1687
1587,lawful,1686
1588,laurel,1685
1589,lateral,1684
1590,late,1683
1591,laser,1682
1592,large,1681
1593,language,1680
1594,lane,1679
1595,landscape,1678
1596,landholder,1677
1597,land,1676
1598,lake,1675
1599,lad,1674
1600,lactation,1673
1601,lack,1672
1602,laborer,1671
1603,laboratory,1670
1604,labor,1669
1605,label,1668
1606,la,1667
1607,knowledge,1666
1608,kindergarten,1665
1609,kind,1664
1610,kilowatt,1663
1611,killing,1662
1612,kidney,1661
1613,key,1660
1614,kerosene,1659
1615,juvenile,1658
1616,justice,1657
1617,jurisdiction,1656
1618,juridical,1655
1619,junk,1654
1620,junior,1653
1621,june,1652
1622,junction,1651
1623,judiciary,1650
1624,judicial,1649
1625,judgment,1648
1626,judge,1647
1627,journalist,1646
1628,journalism,1645
1629,joint,1644
1630,job,1643
1631,jail,1642
1632,item,1641
1633,issuance,1640
1634,isocyanate,1639
1635,island,1638
1636,irrigation,1637
1637,irrigable,1636
1638,irresponsible,1635
1639,ipil,1634
1640,involvement,1633
1641,involuntary,1632
1642,investment,1631
1643,investigative,1630
1644,investigation,1629
1645,investigating,1628
1646,investigate,1627
1647,invention,1626
1648,invasive,1625
1649,invasion,1624
1650,intrusion,1623
1651,introduction,1622
1652,intoxication,1621
1653,intoxicated,1620
1654,intolerance,1619
1655,intimidation,1618
1656,intimate,1617
1657,intervention,1616
1658,intersection,1615
1659,internship,1614
1660,internationally,1613
1661,international,1612
1662,internal,1611
1663,intermediate,1610
1664,interlocal,1609
1665,interior,1608
1666,interim,1607
1667,intergovernmental,1606
1668,interference,1605
1669,interface,1604
1670,interested,1603
1671,interdepartmental,1602
1672,interconnection,1601
1673,interception,1600
1674,interagency,1599
1675,interactive,1598
1676,inter,1597
1677,intentional,1596
1678,intention,1595
1679,intensive,1594
1680,intensity,1593
1681,intended,1592
1682,intelligence,1591
1683,intellectual,1590
1684,integrity,1589
1685,integration,1588
1686,integral,1587
1687,intangible,1586
1688,intake,1585
1689,insurer,1584
1690,insurance,1583
1691,instrument,1582
1692,instructional,1581
1693,instruction,1580
1694,institutionalization,1579
1695,institutional,1578
1696,institution,1577
1697,institute,1576
1698,instance,1575
1699,installment,1574
1700,installation,1573
1701,install,1572
1702,inspector,1571
1703,inspection,1570
1704,insolvency,1569
1705,insignia,1568
1706,insecurity,1567
1707,inquiry,1566
1708,inoperable,1565
1709,innovative,1564
1710,innovation,1563
1711,inland,1562
1712,injury,1561
1713,injurious,1560
1714,injured,1559
1715,initiative,1558
1716,initiation,1557
1717,initial,1556
1718,inimical,1555
1719,inhumane,1554
1720,inhuman,1553
1721,inherent,1552
1722,ingenious,1551
1723,infusion,1550
1724,infringement,1549
1725,infrastructure,1548
1726,information,1547
1727,informal,1546
1728,influenza,1545
1729,influence,1544
1730,inflict,1543
1731,inflation,1542
1732,infidelity,1541
1733,infertility,1540
1734,inferior,1539
1735,infectious,1538
1736,infection,1537
1737,infanta,1536
1738,infant,1535
1739,industry,1534
1740,industrial,1533
1741,induce,1532
1742,indoor,1531
1743,individual,1530
1744,indiscriminate,1529
1745,indirect,1528
1746,indigent,1527
1747,indigenous,1526
1748,indicia,1525
1749,indication,1524
1750,index,1523
1751,indeterminate,1522
1752,independent,1521
1753,independence,1520
1754,indemnification,1519
1755,indefinite,1518
1756,indecent,1517
1757,indebtedness,1516
1758,incumbent,1515
1759,incumbency,1514
1760,incubator,1513
1761,incubation,1512
1762,incriminatory,1511
1763,incremental,1510
1764,increase,1509
1765,income,1508
1766,inclusive,1507
1767,inclusion,1506
1768,inclination,1505
1769,incidental,1504
1770,incidence,1503
1771,incestuous,1502
1772,incest,1501
1773,incentive,1500
1774,incendiary,1499
1775,incapacity,1498
1776,incapable,1497
1777,incandescent,1496
1778,inauguration,1495
1779,inappropriate,1494
1780,inadvertent,1493
1781,inaction,1492
1782,imprudence,1491
1783,improving,1490
1784,improvement,1489
1785,improper,1488
1786,imprisonment,1487
1787,impoundment,1486
1788,imposition,1485
1789,imposing,1484
1790,imposable,1483
1791,importation,1482
1792,important,1481
1793,importance,1480
1794,import,1479
1795,implementation,1478
1796,implement,1477
1797,impede,1476
1798,impeachable,1475
1799,impartiality,1474
1800,impact,1473
1801,immunization,1472
1802,immunity,1471
1803,immune,1470
1804,immovable,1469
1805,immoral,1468
1806,imminent,1467
1807,immigration,1466
1808,immediate,1465
1809,immaculate,1464
1810,imitation,1463
1811,image,1462
1812,illness,1461
1813,illicit,1460
1814,illegitimate,1459
1815,illegal,1458
1816,idle,1457
1817,identity,1456
1818,identification,1455
1819,identifiable,1454
1820,ice,1453
1821,iba,1452
1822,hypertension,1451
1823,hymn,1450
1824,hygiene,1449
1825,hydrothermal,1448
1826,hydroponics,1447
1827,hydrokinetic,1446
1828,hydrographical,1445
1829,hydrogen,1444
1830,hybrid,1443
1831,husband,1442
1832,hunger,1441
1833,humiliating,1440
1834,humanity,1439
1835,humanitarian,1438
1836,human,1437
1837,hub,1436
1838,housing,1435
1839,household,1434
1840,house,1433
1841,hourly,1432
1842,hour,1431
1843,host,1430
1844,hospitalization,1429
1845,hospital,1428
1846,hospice,1427
1847,horse,1426
1848,hormone,1425
1849,honorarium,1424
1850,honor,1423
1851,honesty,1422
1852,honest,1421
1853,homicide,1420
1854,homeless,1419
1855,home,1418
1856,holistic,1417
1857,holiday,1416
1858,holding,1415
1859,holder,1414
1860,hog,1413
1861,hoarding,1412
1862,history,1411
1863,historical,1410
1864,historic,1409
1865,hired,1408
1866,hire,1407
1867,highway,1406
1868,highest,1405
1869,higher,1404
1870,high,1403
1871,heroism,1402
1872,hero,1401
1873,heritage,1400
1874,hereinafter,1399
1875,herbal,1398
1876,heraldic,1397
1877,hepatitis,1396
1878,hemophilia,1395
1879,help,1394
1880,helmet,1393
1881,heinous,1392
1882,height,1391
1883,heavy,1390
1884,heat,1389
1885,heart,1388
1886,hearing,1387
1887,healthy,1386
1888,health,1385
1889,head,1384
1890,hazing,1383
1891,hazardous,1382
1892,hazard,1381
1893,hate,1380
1894,hatchery,1379
1895,harvest,1378
1896,harmony,1377
1897,harmful,1376
1898,harm,1375
1899,hardware,1374
1900,hardship,1373
1901,harbor,1372
1902,harassment,1371
1903,handling,1370
1904,handle,1369
1905,handicapped,1368
1906,handicap,1367
1907,handbook,1366
1908,hand,1365
1909,halal,1364
1910,hair,1363
1911,habitual,1362
1912,habitat,1361
1913,habit,1360
1914,habeas,1359
1915,gynecologic,1358
1916,gym,1357
1917,gunshot,1356
1918,gun,1355
1919,guilty,1354
1920,guide,1353
1921,guidance,1352
1922,guardianship,1351
1923,guard,1350
1924,guaranty,1349
1925,guarantee,1348
1926,growth,1347
1927,group,1346
1928,ground,1345
1929,gross,1344
1930,grocery,1343
1931,grievance,1342
1932,grid,1341
1933,greening,1340
1934,greenhouse,1339
1935,green,1338
1936,greater,1337
1937,grayware,1336
1938,gravel,1335
1939,gratuity,1334
1940,graphic,1333
1941,grant,1332
1942,granite,1331
1943,grain,1330
1944,graft,1329
1945,graduation,1328
1946,graduating,1327
1947,graduate,1326
1948,grade,1325
1949,governor,1324
1950,governmental,1323
1951,governing,1322
1952,governance,1321
1953,goodwill,1320
1954,good,1319
1955,golf,1318
1956,gold,1317
1957,goat,1316
1958,glycine,1315
1959,global,1314
1960,glaucoma,1313
1961,girl,1312
1962,gifted,1311
1963,gift,1310
1964,gerontology,1309
1965,german,1308
1966,geriatric,1307
1967,geothermal,1306
1968,geophysical,1305
1969,geology,1304
1970,geological,1303
1971,genuine,1302
1972,genocide,1301
1973,genetic,1300
1974,generic,1299
1975,generation,1298
1976,general,1297
1977,gender,1296
1978,gen,1295
1979,gay,1294
1980,gate,1293
1981,gasoline,1292
1982,gas,1291
1983,garnishment,1290
1984,gardening,1289
1985,garden,1288
1986,garbage,1287
1987,gang,1286
1988,gaming,1285
1989,game,1284
1990,gain,1283
1991,gab,1282
1992,future,1281
1993,furnish,1280
1994,fur,1279
1995,funeral,1278
1996,fundamental,1277
1997,functional,1276
1998,function,1275
1999,fulfillment,1274
2000,fuel,1273
2001,frozen,1272
2002,fringe,1271
2003,friendship,1270
2004,friendly,1269
2005,fresh,1268
2006,frequency,1267
2007,freight,1266
2008,freedom,1265
2009,free,1264
2010,fraudulent,1263
2011,fraud,1262
2012,fraternity,1261
2013,franking,1260
2014,frank,1259
2015,francisca,1258
2016,franchise,1257
2017,framework,1256
2018,fourth,1255
2019,fourteen,1254
2020,founding,1253
2021,foundation,1252
2022,fostering,1251
2023,foster,1250
2024,forward,1249
2025,fortification,1248
2026,fort,1247
2027,formulation,1246
2028,formation,1245
2029,format,1244
2030,formal,1243
2031,form,1242
2032,forgery,1241
2033,forfeiture,1240
2034,forestry,1239
2035,forestation,1238
2036,forest,1237
2037,forensic,1236
2038,foreign,1235
2039,foreclosure,1234
2040,forecasting,1233
2041,forecast,1232
2042,force,1231
2043,forbearance,1230
2044,footwear,1229
2045,footprint,1228
2046,footage,1227
2047,foot,1226
2048,foodstuff,1225
2049,food,1224
2050,folk,1223
2051,foil,1222
2052,focus,1221
2053,flower,1220
2054,flora,1219
2055,floor,1218
2056,flooding,1217
2057,flood,1216
2058,flight,1215
2059,flexible,1214
2060,flag,1213
2061,fixed,1212
2062,fitness,1211
2063,fishing,1210
2064,fishery,1209
2065,fisherfolk,1208
2066,fish,1207
2067,fiscal,1206
2068,firm,1205
2069,firing,1204
2070,firesafe,1203
2071,fireman,1202
2072,firecracker,1201
2073,firearm,1200
2074,finite,1199
2075,fingerprint,1198
2076,fine,1197
2077,financial,1196
2078,finance,1195
2079,finality,1194
2080,final,1193
2081,filtering,1192
2082,film,1191
2083,filling,1190
2084,filing,1189
2085,file,1188
2086,filariasis,1187
2087,fifth,1186
2088,field,1185
2089,fiduciary,1184
2090,fide,1183
2091,fictitious,1182
2092,fibrosis,1181
2093,fiber,1180
2094,fever,1179
2095,fetal,1178
2096,festival,1177
2097,fertilizer,1176
2098,fertile,1175
2099,feminism,1174
2100,female,1173
2101,felony,1172
2102,fellowship,1171
2103,feeding,1170
2104,fee,1169
2105,federation,1168
2106,feces,1167
2107,feast,1166
2108,feasibility,1165
2109,favor,1164
2110,fatty,1163
2111,fatigue,1162
2112,father,1161
2113,fat,1160
2114,farming,1159
2115,farmer,1158
2116,farm,1157
2117,fare,1156
2118,family,1155
2119,falsification,1154
2120,false,1153
2121,fallen,1152
2122,faith,1151
2123,fairness,1150
2124,fair,1149
2125,failure,1148
2126,faculty,1147
2127,fact,1146
2128,facsimile,1145
2129,facility,1144
2130,facilitation,1143
2131,facilitate,1142
2132,fabrication,1141
2133,eyewitness,1140
2134,eye,1139
2135,extreme,1138
2136,extraordinary,1137
2137,extrajudicial,1136
2138,extradition,1135
2139,extractive,1134
2140,extra,1133
2141,extinction,1132
2142,external,1131
2143,extent,1130
2144,extension,1129
2145,extending,1128
2146,extend,1127
2147,expropriation,1126
2148,expression,1125
2149,express,1124
2150,exposure,1123
2151,exportation,1122
2152,export,1121
2153,exploration,1120
2154,exploitive,1119
2155,exploitation,1118
2156,exploit,1117
2157,explanation,1116
2158,expiry,1115
2159,expiration,1114
2160,expert,1113
2161,experimentation,1112
2162,experience,1111
2163,expense,1110
2164,expenditure,1109
2165,expeditious,1108
2166,expeditionary,1107
2167,expediency,1106
2168,expectant,1105
2169,expansion,1104
2170,expanded,1103
2171,expand,1102
2172,existence,1101
2173,exhibition,1100
2174,exhaust,1099
2175,exercise,1098
2176,exemption,1097
2177,exempt,1096
2178,exemplary,1095
2179,execution,1094
2180,exclusive,1093
2181,exclusion,1092
2182,exclude,1091
2183,excise,1090
2184,exchange,1089
2185,excessive,1088
2186,excess,1087
2187,exceptional,1086
2188,excellence,1085
2189,examination,1084
2190,exam,1083
2191,exaction,1082
2192,exact,1081
2193,evident,1080
2194,evidence,1079
2195,event,1078
2196,evasion,1077
2197,evaluation,1076
2198,evacuation,1075
2199,ethyl,1074
2200,ethnic,1073
2201,ethical,1072
2202,ethic,1071
2203,ethanol,1070
2204,estate,1069
2205,establishment,1068
2206,essential,1067
2207,espionage,1066
2208,escheat,1065
2209,error,1064
2210,erd,1063
2211,eradication,1062
2212,equivalent,1061
2213,equivalency,1060
2214,equivalence,1059
2215,equity,1058
2216,equitable,1057
2217,equipment,1056
2218,equality,1055
2219,equal,1054
2220,epilepsy,1053
2221,environmental,1052
2222,environment,1051
2223,entry,1050
2224,entrepreneurship,1049
2225,entrepreneurial,1048
2226,entrance,1047
2227,entity,1046
2228,entitlement,1045
2229,entire,1044
2230,entertainment,1043
2231,enterprise,1042
2232,enrichment,1041
2233,enlistment,1040
2234,enlisted,1039
2235,enjoyment,1038
2236,enhancement,1037
2237,enhanced,1036
2238,enhance,1035
2239,engineering,1034
2240,engineer,1033
2241,engine,1032
2242,engagement,1031
2243,engaged,1030
2244,engage,1029
2245,enforcement,1028
2246,enforced,1027
2247,energy,1026
2248,endowment,1025
2249,endorsement,1024
2250,endocrinology,1023
2251,endangerment,1022
2252,end,1021
2253,encumbrance,1020
2254,encroachment,1019
2255,encouraging,1018
2256,encouragement,1017
2257,encourage,1016
2258,enactment,1015
2259,enable,1014
2260,empowerment,1013
2261,employment,1012
2262,employer,1011
2263,employee,1010
2264,employ,1009
2265,emphasis,1008
2266,emotional,1007
2267,emission,1006
2268,eminent,1005
2269,emergency,1004
2270,embassy,1003
2271,emancipation,1002
2272,elimination,1001
2273,eligible,1000
2274,eligibility,999
2275,eleventh,998
2276,elevated,997
2277,elementary,996
2278,elemental,995
2279,electroplating,994
2280,electronic,993
2281,electrification,992
2282,electricity,991
2283,electrical,990
2284,electric,989
2285,electorate,988
2286,electoral,987
2287,elective,986
2288,election,985
2289,elderly,984
2290,elder,983
2291,el,982
2292,eighty,981
2293,eighth,980
2294,eighteen,979
2295,effort,978
2296,efficient,977
2297,efficiency,976
2298,effectivity,975
2299,effective,974
2300,effect,973
2301,educational,972
2302,education,971
2303,editor,970
2304,edge,969
2305,ecosystem,968
2306,economy,967
2307,economics,966
2308,economic,965
2309,ecology,964
2310,ecological,963
2311,eating,962
2312,eastern,961
2313,ease,960
2314,earthquake,959
2315,earth,958
2316,earnings,957
2317,early,956
2318,ear,955
2319,dynasty,954
2320,duty,953
2321,dust,952
2322,duration,951
2323,durable,950
2324,dumping,949
2325,duly,948
2326,duck,947
2327,dual,946
2328,drunk,945
2329,drug,944
2330,dropout,943
2331,driving,942
2332,driver,941
2333,drive,940
2334,drinking,939
2335,drilling,938
2336,dress,937
2337,drawn,936
2338,drawing,935
2339,drainage,934
2340,drag,933
2341,downstream,932
2342,double,931
2343,donation,930
2344,dominion,929
2345,dominant,928
2346,dominance,927
2347,domestic,926
2348,domain,925
2349,dole,924
2350,dog,923
2351,documentation,922
2352,documentary,921
2353,document,920
2354,doctrine,919
2355,doctorate,918
2356,doctor,917
2357,divorce,916
2358,division,915
2359,diversion,914
2360,diversification,913
2361,diverse,912
2362,disturbance,911
2363,district,910
2364,distribution,909
2365,distressed,908
2366,distress,907
2367,distractive,906
2368,distinctive,905
2369,distinct,904
2370,distance,903
2371,dissolution,902
2372,dissemination,901
2373,disseminate,900
2374,dissection,899
2375,disruptive,898
2376,disruption,897
2377,disqualification,896
2378,dispute,895
2379,disposition,894
2380,dispose,893
2381,disposal,892
2382,disposable,891
2383,display,890
2384,displacement,889
2385,dispensation,888
2386,disparate,887
2387,disorder,886
2388,disobedience,885
2389,dismissal,884
2390,diseased,883
2391,disease,882
2392,discussion,881
2393,discriminatory,880
2394,discrimination,879
2395,discretionary,878
2396,discovery,877
2397,discount,876
2398,disclosure,875
2399,discipline,874
2400,discharge,873
2401,disbursement,872
2402,disaster,871
2403,disappearance,870
2404,disagreement,869
2405,disabled,868
2406,disability,867
2407,director,866
2408,direction,865
2409,direct,864
2410,diphtheria,863
2411,dingle,862
2412,digital,861
2413,digging,860
2414,differential,859
2415,different,858
2416,dietetics,857
2417,dietary,856
2418,diesel,855
2419,dialysis,854
2420,dialect,853
2421,diagnostic,852
2422,diagnosis,851
2423,diabetes,850
2424,devolution,849
2425,devise,848
2426,device,847
2427,development,846
2428,develop,845
2429,devastation,844
2430,deterrent,843
2431,deterrence,842
2432,determination,841
2433,deter,840
2434,detention,839
2435,detection,838
2436,detailed,837
2437,destruction,836
2438,destitute,835
2439,destination,834
2440,despoil,833
2441,desk,832
2442,desirable,831
2443,desirability,830
2444,designation,829
2445,design,828
2446,deserving,827
2447,desecration,826
2448,descriptive,825
2449,dermatology,824
2450,derivative,823
2451,derelict,822
2452,deprivation,821
2453,depression,820
2454,depressed,819
2455,depository,818
2456,deposit,817
2457,deployment,816
2458,deploy,815
2459,depiction,814
2460,dependent,813
2461,departure,812
2462,department,811
2463,dentistry,810
2464,dentist,809
2465,dental,808
2466,density,807
2467,dengue,806
2468,den,805
2469,demonstration,804
2470,demolition,803
2471,democratization,802
2472,demand,801
2473,delivery,800
2474,delinquent,799
2475,delinquency,798
2476,delineation,797
2477,delict,796
2478,deliberation,795
2479,delay,794
2480,degree,793
2481,degrading,792
2482,degeneration,791
2483,definition,790
2484,definite,789
2485,define,788
2486,defilement,787
2487,deficit,786
2488,deficiency,785
2489,defense,784
2490,defective,783
2491,defect,782
2492,defamation,781
2493,defacement,780
2494,deed,779
2495,deduction,778
2496,declaration,777
2497,decision,776
2498,decibel,775
2499,deceptive,774
2500,decedent,773
2501,deceased,772
2502,decahydrate,771
2503,debt,770
2504,debris,769
2505,debit,768
2506,debate,767
2507,death,766
2508,deafness,765
2509,deaf,764
2510,deadline,763
2511,dead,762
2512,day,761
2513,daughter,760
2514,date,759
2515,data,758
2516,dashboard,757
2517,dangerous,756
2518,danger,755
2519,dance,754
2520,damage,753
2521,dairy,752
2522,daily,751
2523,cycle,750
2524,cyanide,749
2525,cutting,748
2526,customer,747
2527,custom,746
2528,custody,745
2529,custodial,744
2530,curriculum,743
2531,curricular,742
2532,current,741
2533,currency,740
2534,curb,739
2535,cup,738
2536,culture,737
2537,cultural,736
2538,cultivation,735
2539,culmination,734
2540,cubic,733
2541,crystal,732
2542,crush,731
2543,cruelty,730
2544,cruel,729
2545,crude,728
2546,crucial,727
2547,cross,726
2548,crop,725
2549,criticism,724
2550,critical,723
2551,criterion,722
2552,crisis,721
2553,criminology,720
2554,criminality,719
2555,criminal,718
2556,crime,717
2557,crew,716
2558,crescent,715
2559,credit,714
2560,credible,713
2561,credibility,712
2562,creative,711
2563,creation,710
2564,crash,709
2565,crab,708
2566,covered,707
2567,coverage,706
2568,cove,705
2569,court,704
2570,course,703
2571,coupon,702
2572,countryside,701
2573,country,700
2574,counting,699
2575,counterfeit,698
2576,count,697
2577,counsel,696
2578,council,695
2579,cottage,694
2580,coterminous,693
2581,cost,692
2582,cosmetology,691
2583,cosmetological,690
2584,cosmetic,689
2585,corruption,688
2586,corrupt,687
2587,corridor,686
2588,corresponding,685
2589,corrective,684
2590,correctional,683
2591,correction,682
2592,correct,681
2593,corpus,680
2594,corporative,679
2595,corporation,678
2596,corporate,677
2597,corporal,676
2598,corp,675
2599,corn,674
2600,cordillera,673
2601,cord,672
2602,coral,671
2603,copyright,670
2604,copra,669
2605,conviction,668
2606,conversion,667
2607,converging,666
2608,convergent,665
2609,conventional,664
2610,convention,663
2611,convenience,662
2612,control,661
2613,contribution,660
2614,contribute,659
2615,contractual,658
2616,contractor,657
2617,contract,656
2618,contraband,655
2619,continuous,654
2620,continuity,653
2621,continued,652
2622,contingent,651
2623,contingency,650
2624,content,649
2625,contempt,648
2626,contamination,647
2627,container,646
2628,contain,645
2629,contact,644
2630,consumption,643
2631,consumer,642
2632,consultative,641
2633,consultation,640
2634,consultant,639
2635,consular,638
2636,consul,637
2637,construction,636
2638,constitutional,635
2639,constitution,634
2640,constituent,633
2641,constant,632
2642,conspiracy,631
2643,conspicuous,630
2644,consortium,629
2645,consolidation,628
2646,consolidated,627
2647,consistent,626
2648,consideration,625
2649,conserve,624
2650,conservation,623
2651,consequent,622
2652,consequence,621
2653,consent,620
2654,consecutive,619
2655,consciousness,618
2656,consanguinity,617
2657,connection,616
2658,conjugal,615
2659,congressional,614
2660,congress,613
2661,congregation,612
2662,congestion,611
2663,congenital,610
2664,confraternity,609
2665,conflict,608
2666,confiscation,607
2667,confirmation,606
2668,confinement,605
2669,confidentiality,604
2670,confidential,603
2671,confidence,602
2672,conferment,601
2673,conference,600
2674,conduit,599
2675,conduct,598
2676,conducive,597
2677,condonation,596
2678,condominium,595
2679,conditional,594
2680,condition,593
2681,concurrence,592
2682,concubinage,591
2683,conciliation,590
2684,concerned,589
2685,concern,588
2686,conception,587
2687,concept,586
2688,concealment,585
2689,computer,584
2690,computation,583
2691,compulsory,582
2692,compulsive,581
2693,compromise,580
2694,comprehensive,579
2695,composition,578
2696,component,577
2697,compliance,576
2698,complex,575
2699,completion,574
2700,complete,573
2701,complementary,572
2702,complement,571
2703,complaint,570
2704,competitiveness,569
2705,competitive,568
2706,competition,567
2707,competency,566
2708,competence,565
2709,compensatory,564
2710,compensation,563
2711,company,562
2712,commuting,561
2713,commuter,560
2714,community,559
2715,communication,558
2716,communicable,557
2717,commonwealth,556
2718,common,555
2719,commodity,554
2720,committee,553
2721,commitment,552
2722,commissioner,551
2723,commission,550
2724,commercialization,549
2725,commercial,548
2726,commerce,547
2727,commencement,546
2728,commemorative,545
2729,commemoration,544
2730,command,543
2731,comfort,542
2732,combat,541
2733,columnist,540
2734,collegiate,539
2735,college,538
2736,collective,537
2737,collection,536
2738,collateral,535
2739,collar,534
2740,collaborative,533
2741,cold,532
2742,cola,531
2743,coin,530
2744,coffee,529
2745,coercion,528
2746,coeducational,527
2747,coconut,526
2748,cocaine,525
2749,coastwise,524
2750,coastal,523
2751,coast,522
2752,coalition,521
2753,coal,520
2754,cluster,519
2755,closure,518
2756,closed,517
2757,close,516
2758,clinical,515
2759,clinic,514
2760,climate,513
2761,clerical,512
2762,clearinghouse,511
2763,clearance,510
2764,clear,509
2765,cleanup,508
2766,cleanliness,507
2767,cleaning,506
2768,clean,505
2769,clause,504
2770,classroom,503
2771,classification,502
2772,class,501
2773,clark,500
2774,claim,499
2775,civilian,498
2776,civil,497
2777,civic,496
2778,city,495
2779,citizenship,494
2780,citizenry,493
2781,citizen,492
2782,circumstance,491
2783,circumferential,490
2784,circuit,489
2785,cinematographic,488
2786,cigarette,487
2787,cigar,486
2788,church,485
2789,chronic,484
2790,cholesterol,483
2791,choking,482
2792,choice,481
2793,chocolate,480
2794,chloride,479
2795,chiropractic,478
2796,china,477
2797,childhood,476
2798,childbirth,475
2799,child,474
2800,chief,473
2801,chemistry,472
2802,chemical,471
2803,check,470
2804,cheap,469
2805,chat,468
2806,chastity,467
2807,chasing,466
2808,chartered,465
2809,charter,464
2810,charity,463
2811,charitable,462
2812,charging,461
2813,charge,460
2814,character,459
2815,chapter,458
2816,change,457
2817,championship,456
2818,chamber,455
2819,challenge,454
2820,chairman,453
2821,cessation,452
2822,cervical,451
2823,certification,450
2824,certificate,449
2825,certain,448
2826,cerebral,447
2827,century,446
2828,centum,445
2829,centrum,444
2830,central,443
2831,center,442
2832,cent,441
2833,census,440
2834,censorship,439
2835,cemetery,438
2836,celluloid,437
2837,cellular,436
2838,cell,435
2839,celebration,434
2840,ceiling,433
2841,cave,432
2842,cause,431
2843,catholic,430
2844,category,429
2845,cat,428
2846,casual,427
2847,castration,426
2848,casino,425
2849,cash,424
2850,case,423
2851,cartel,422
2852,carrying,421
2853,carrier,420
2854,carriage,419
2855,carp,418
2856,carnal,417
2857,cargo,416
2858,career,415
2859,care,414
2860,cardiopulmonary,413
2861,cardinal,412
2862,card,411
2863,carbon,410
2864,carabao,409
2865,car,408
2866,captivity,407
2867,captive,406
2868,capitalization,405
2869,capital,404
2870,capacity,403
2871,capable,402
2872,capability,401
2873,cap,400
2874,canvas,399
2875,cane,398
2876,candy,397
2877,candidate,396
2878,candidacy,395
2879,cancer,394
2880,cancellation,393
2881,canal,392
2882,campus,391
2883,campaign,390
2884,camera,389
2885,calorie,388
2886,caller,387
2887,calendar,386
2888,calamity,385
2889,cadaver,384
2890,cadastral,383
2891,cacao,382
2892,cable,381
2893,cabinet,380
2894,buyer,379
2895,buy,378
2896,business,377
2897,bus,376
2898,bursary,375
2899,burial,374
2900,bureaucratic,373
2901,bureaucracy,372
2902,bureau,371
2903,burden,370
2904,bullying,369
2905,bulletin,368
2906,bulk,367
2907,built,366
2908,building,365
2909,build,364
2910,buffer,363
2911,budgetary,362
2912,budget,361
2913,bronze,360
2914,broker,359
2915,broadsheet,358
2916,broadcast,357
2917,bride,356
2918,bribery,355
2919,breeding,354
2920,breastfeeding,353
2921,breast,352
2922,breakfast,351
2923,brand,350
2924,branch,349
2925,brain,348
2926,boy,347
2927,boxing,346
2928,boxer,345
2929,box,344
2930,boundary,343
2931,boulevard,342
2932,bottled,341
2933,botanical,340
2934,bot,339
2935,boston,338
2936,borrowing,337
2937,borne,336
2938,born,335
2939,border,334
2940,borax,333
2941,book,332
2942,bonus,331
2943,bone,330
2944,bond,329
2945,bonbon,328
2946,body,327
2947,boat,326
2948,board,325
2949,blueprint,324
2950,blood,323
2951,blind,322
2952,bleeding,321
2953,black,320
2954,biweekly,319
2955,biting,318
2956,bishop,317
2957,bisexual,316
2958,birth,315
2959,biometrics,314
2960,biological,313
2961,billing,312
2962,billiard,311
2963,bilateral,310
2964,bigger,309
2965,big,308
2966,bidding,307
2967,bicycle,306
2968,bicameral,305
2969,bias,304
2970,beverage,303
2971,betting,302
2972,better,301
2973,betrayal,300
2974,best,299
2975,bereavement,298
2976,benefit,297
2977,beneficiary,296
2978,beneficial,295
2979,beneath,294
2980,bench,293
2981,belt,292
2982,belief,291
2983,behavioral,290
2984,behalf,289
2985,bed,288
2986,beauty,287
2987,bear,286
2988,beach,285
2989,bay,284
2990,battle,283
2991,battered,282
2992,bathing,281
2993,basis,280
2994,basin,279
2995,basic,278
2996,base,277
2997,barter,276
2998,barrel,275
2999,bareboat,274
3000,barangay,273
3001,bar,272
3002,bantayan,271
3003,bankruptcy,270
3004,banking,269
3005,bank,268
3006,banana,267
3007,ban,266
3008,bamboo,265
3009,ballet,264
3010,baler,263
3011,balangay,262
3012,balanced,261
3013,balance,260
3014,bakery,259
3015,bail,258
3016,bago,257
3017,bag,256
3018,background,255
3019,baby,254
3020,ay,253
3021,awareness,252
3022,award,251
3023,avoid,250
3024,avocado,249
3025,aviation,248
3026,average,247
3027,avenue,246
3028,availment,245
3029,available,244
3030,availability,243
3031,autopsy,242
3032,autonomy,241
